comparison,sex,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ENTREZID
CSF_vs_WTF,Female,l(1)G0320,599.025746193863,-0.703681010547789,0.162260734803608,-4.33673008691528,1.44618032230021e-5,0.00121154162731128,326234
CSF_vs_WTF,Female,eIF4E3,59.0619077147892,2.029005338812,0.468859329027423,4.3275353889638,1.50787123742825e-5,0.001249187549585,38923
CSF_vs_WTF,Female,CG10469,114.691191924455,-1.08321656823605,0.25119380795289,-4.31227416417526,1.6158389412427e-5,0.00132392254350611,38696
CSF_vs_WTF,Female,Uev1A,98.6180284204362,-1.20969856735294,0.281905833355628,-4.29114414892893,1.7775487535714e-5,0.00144058733767699,38613
CSF_vs_WTF,Female,Ugt303B3,301.7694364348,0.742172126426782,0.173290485659954,4.28282097312103,1.8453864763746e-5,0.00147948403955366,42774
CSF_vs_WTF,Female,Acbp5,472.299453413827,-1.09584030178271,0.256537574172558,-4.27165613192244,1.9402660823108e-5,0.0015390025435861,39005
CSF_vs_WTF,Female,CG42763,331.206737635375,-0.997330811681003,0.2342069481621,-4.25833144365439,2.0595842791779e-5,0.00161644846163689,10178889
CSF_vs_WTF,Female,ND6,2010.25662403117,1.35519343284636,0.319569561035748,4.24068371359926,2.2283995924799e-5,0.00173072368349273,19893555
CSF_vs_WTF,Female,PGRP-SC2,73.7734097926157,-1.64397126930975,0.391213371237691,-4.20223691257965,2.64290321401321e-5,0.00203149343955489,35862
CSF_vs_WTF,Female,lncRNA:CR44138,818.240714119872,1.04125078797736,0.247997866410715,4.19862800856892,2.68537036438211e-5,0.00204307361600337,14462465
CSF_vs_WTF,Female,Takl1,402.234892549363,-0.879302198451567,0.210949126530686,-4.16831400495824,3.06861011217281e-5,0.00231106636326874,318725
CSF_vs_WTF,Female,TotC,31.8781126726076,-3.33966334399505,0.804455763964024,-4.15145679053697,3.30365643484e-5,0.0024632062378167,117462
CSF_vs_WTF,Female,Mtk,22.6028130230903,-2.56698772260927,0.61979495944554,-4.14167247327352,3.44782459660206e-5,0.00254524556359059,36708
CSF_vs_WTF,Female,mRpL51,419.44723850965,-0.776695923669796,0.187949701677787,-4.13246691394769,3.58890440747397e-5,0.00262341875118882,34186
CSF_vs_WTF,Female,vrs,79.8464202156229,2.54890524785817,0.628341909207702,4.05655776020443,4.98012507892403e-5,0.00360503034839394,41537
CSF_vs_WTF,Female,CG14757,1136.10602515199,-0.776462276754277,0.1926680835548,-4.03005138385274,5.57646614375039e-5,0.00396865738164031,35797
CSF_vs_WTF,Female,mEFTu2,936.288002481494,0.552492063015346,0.137110881563716,4.02952746502911,5.58890859807179e-5,0.00396865738164031,35681
CSF_vs_WTF,Female,ort,101.729152557768,1.28423158649456,0.319880461713629,4.01472343642002,5.95155399128955e-5,0.00418630061877876,45910
CSF_vs_WTF,Female,C1GalTA,25.8073236338697,2.69603967948647,0.67337923576853,4.00374638283801,6.23472035075718e-5,0.00431593123334371,34215
CSF_vs_WTF,Female,CG43060,67.4629854472682,1.27456041909574,0.318392841605557,4.0031063910499,6.25161712984336e-5,0.00431593123334371,12798056
CSF_vs_WTF,Female,knon,17.8124087124939,7.60321371078838,1.90039781056936,4.00085375204176,6.31143577845652e-5,0.0043172536847864,36845
CSF_vs_WTF,Female,CG43124,50.4691215095903,1.44583027550013,0.362810349900972,3.98508552993256,6.7455823937492e-5,0.00457227839343582,12798282
CSF_vs_WTF,Female,Tim23,2131.61920786846,-0.438821263392215,0.110678361201697,-3.96483340219071,7.34472252194887e-5,0.00493353613726583,3355096
CSF_vs_WTF,Female,CG10799,529.842815052677,-0.7270157814878,0.184064100815911,-3.94979671899689,7.82175937030998e-5,0.00520705695223493,36472
CSF_vs_WTF,Female,IBIN,43.0930049648367,-1.67713679556834,0.426893129357811,-3.92870411873647,8.54048419228662e-5,0.00555046649279868,19835457
CSF_vs_WTF,Female,mRpS18C,485.975984028386,-0.866223745963754,0.220491245622971,-3.9286083377884,8.54388588359739e-5,0.00555046649279868,43609
CSF_vs_WTF,Female,BomS1,45.611208027988,-3.1231661502609,0.795077347229084,-3.92812870489319,8.56093946716535e-5,0.00555046649279868,37100
CSF_vs_WTF,Female,CG17760,41.345292104456,-2.00961083241761,0.512690094971969,-3.91973797061066,8.86452942325763e-5,0.00568534553475916,36385
CSF_vs_WTF,Female,BomBc1,31.6792449477676,-3.12281336496015,0.797003193634492,-3.91819429319913,8.92147837401853e-5,0.00568534553475916,37099
CSF_vs_WTF,Female,Cap-G,20.2349783121686,-2.55781159307193,0.65622082502565,-3.89779095013017,9.70741586184795e-5,0.00613377056491003,36440
CSF_vs_WTF,Female,Ttc26,42.4512429017347,1.79221509790872,0.460774377563505,3.88957195794099,1.0042118983086e-4,0.00629193606200761,41905
CSF_vs_WTF,Female,CG43091,62.9760387763579,-1.41730115082156,0.364586458910781,-3.8874212581998,1.0131483808093e-4,0.00629502860609531,12798514
CSF_vs_WTF,Female,CG43428,14.2974862540184,3.08722562345672,0.798478505632485,3.86638538380102,1.1046034033566e-4,0.00680654791357609,12798467
CSF_vs_WTF,Female,Faa,1137.74255551507,0.751695570903759,0.195330521976745,3.84832622826479,1.1892761251176e-4,0.00726823179416136,45577
CSF_vs_WTF,Female,CG41128,1392.86305963738,-0.666906061599984,0.174216945197913,-3.82802063738615,1.2917792741698e-4,0.00783049290098401,3355108
CSF_vs_WTF,Female,Map205,398.668917634906,-0.656754282719307,0.172593673076872,-3.80520485491258,1.4168687559376e-4,0.00851949471312198,43765
CSF_vs_WTF,Female,CG7320,36.5670665385153,1.6252876994666,0.428258122647602,3.79511237152644,1.475765997021e-4,0.00880264901903095,40010
CSF_vs_WTF,Female,CG9624,39.4341812439421,2.0262424602814,0.534258994066999,3.79262208551101,1.4906492374408e-4,0.00880405672909816,41730
CSF_vs_WTF,Female,CG7900,107.523494447725,-1.01678894262972,0.268201887106313,-3.79113269336047,1.4996180319145e-4,0.00880405672909816,40957
CSF_vs_WTF,Female,Tie,822.058966260431,0.633287704593784,0.167532822407884,3.78008139236113,1.5677709975126e-4,0.00913226606051122,38559
CSF_vs_WTF,Female,Ccp84Ad,66.8400869328833,1.87096880378915,0.495638575011794,3.77486519031459,1.600942176266e-4,0.0092042124146712,40822
CSF_vs_WTF,Female,Arc2,90.2997203275929,-1.28250327643654,0.339802276870527,-3.77426333998698,1.6048117139314e-4,0.0092042124146712,36597
CSF_vs_WTF,Female,CG40298,239.820066109926,-0.805767943248444,0.214940849739268,-3.74878923306517,1.776903338537e-4,0.0101134284672764,3355149
CSF_vs_WTF,Female,Cyp6a8,384.686533705502,0.693666110049444,0.185325227195614,3.74296646250575,1.8186050926608e-4,0.010272363311272,36666
CSF_vs_WTF,Female,CG2736,739.419478312328,0.833872409437046,0.223095895348871,3.73773084499407,1.8568857456985e-4,0.0104097294134797,37998
CSF_vs_WTF,Female,Mis12,36.8494532037634,1.61267384494358,0.432426991446206,3.72935519022567,1.9197039157825e-4,0.010681576414981,38762
CSF_vs_WTF,Female,SmF,107.22736161356,-0.945356214599521,0.255110011868267,-3.70568057159466,2.1082386616355e-4,0.0116437240452998,36314
CSF_vs_WTF,Female,Hr3,21.2005987518417,4.33983572216789,1.17508448621105,3.69321165677313,2.2143956641898e-4,0.0121400985824999,36073
CSF_vs_WTF,Female,CG17684,169.686744447572,0.826452145514632,0.223957977332272,3.69021079471742,2.2406830045973e-4,0.0121945492571369,3355066
CSF_vs_WTF,Female,ninaD,763.167259790893,-0.844118316207941,0.229624892827192,-3.67607494908315,2.3684996454108e-4,0.0127967633015822,326160
CSF_vs_WTF,Female,lncRNA:CR45910,14.3980084416017,-2.6687722832897,0.727577102395727,-3.66802676239001,2.4442960439452e-4,0.0131112743191768,26067238
CSF_vs_WTF,Female,mRpS18A,350.464319629535,-0.74141203342315,0.202264665967272,-3.6655538913708,2.4680382989272e-4,0.0131440668262868,326141
CSF_vs_WTF,Female,CG32026,12.3187297195392,7.07080944052504,1.93031896389537,3.66302645975989,2.4925278048258e-4,0.013177761557036,317829
CSF_vs_WTF,Female,CG10352,57.1023731756293,1.29661406670181,0.354143570027125,3.66126671903853,2.509713172075e-4,0.013177761557036,32147
CSF_vs_WTF,Female,Arr2,6743.09164490156,0.480298974955241,0.131769482401256,3.64499401684424,2.6739802248399e-4,0.0139420954939905,38993
CSF_vs_WTF,Female,CG12971,19.3476845497226,-2.30088804258562,0.634022488642052,-3.62903222488789,2.8448573044981e-4,0.0147300389321795,40365
CSF_vs_WTF,Female,CRIF,438.145040376829,-0.638862656556121,0.176224759289231,-3.62527183542682,2.8865765601645e-4,0.0148429757466117,40395
CSF_vs_WTF,Female,Apoltp,852.528901714824,0.799401279678404,0.221163801107543,3.61452134424877,3.0090302710094e-4,0.0153666641785252,34283
CSF_vs_WTF,Female,Tep2,58.6232737744986,-1.35933063197143,0.376494172802102,-3.61049580622842,3.056122435313e-4,0.0154756965680483,34044
CSF_vs_WTF,Female,AttC,21.961374137677,-2.11735886810695,0.586662394264575,-3.60916071799901,3.0718925591082e-4,0.0154756965680483,36484
CSF_vs_WTF,Female,CG34426,234.349467629975,-1.13173708416495,0.31384775566439,-3.6060066186204,3.1094520851079e-4,0.0155597817091042,5740622
CSF_vs_WTF,Female,CG17349,13.1956718043454,7.17019583639825,1.99056765131163,3.60208598370102,3.1567390861119e-4,0.0156102827422236,35209
CSF_vs_WTF,Female,GstD3,151.543782355183,1.29169189884034,0.358633840286037,3.60170110497692,3.1614172399084e-4,0.0156102827422236,48336
CSF_vs_WTF,Female,Erasp,189.259480703856,-1.04593423398742,0.290545514680047,-3.59989805775944,3.1834196051764e-4,0.0156155109053918,246448
CSF_vs_WTF,Female,CG40485,51.0837180047231,1.80162119193626,0.501023216734535,3.59588364722595,3.2329228523719e-4,0.0156945817248463,3355165
CSF_vs_WTF,Female,CG34206,292.578831374847,0.935178788088057,0.260119952619604,3.59518283265125,3.2416383927391e-4,0.0156945817248463,5740129
CSF_vs_WTF,Female,CG6790,20.2693771338191,4.89222836147784,1.36435180991294,3.58575282850983,3.3610719240958e-4,0.0161575377189464,41388
CSF_vs_WTF,Female,CG34054,73.2527188476166,-1.05193439075863,0.293561750158409,-3.58334963663008,3.3921606705965e-4,0.0161575377189464,3885601
CSF_vs_WTF,Female,RpL18A,16950.4037950931,0.454823089385512,0.126954328724261,3.58257252002306,3.4022712203253e-4,0.0161575377189464,36985
CSF_vs_WTF,Female,CG43064,14.3402100330699,-2.81590801921872,0.7878972333883,-3.57395342931856,3.5163149753695e-4,0.0165934458584527,12798207
CSF_vs_WTF,Female,CG7465,8.51760043081478,4.01065766315933,1.12348350704387,3.5698411574481,3.5719775387657e-4,0.0167107885542971,38553
CSF_vs_WTF,Female,CG7309,13.7167603996304,7.22616743616701,2.02480908941177,3.56881420275838,3.5860061275315e-4,0.0167107885542971,34509
CSF_vs_WTF,Female,asRNA:CR45167,5.90583243698994,-6.03068657558826,1.69673069649871,-3.55429803211134,3.7898947473531e-4,0.0175512144324626,19835778
CSF_vs_WTF,Female,CG11997,42.7515567959021,1.7362660949341,0.489312552319748,3.54837840701767,3.8761091732073e-4,0.0178396728366874,41093
CSF_vs_WTF,Female,CG5122,11.6370583398237,6.98868906128901,1.97249123365801,3.54307737445727,3.9548664798019e-4,0.018050161984474,34703
CSF_vs_WTF,Female,ATPsynG,5.29950843299363,5.85383354107608,1.65266696515976,3.54205273323788,3.9702609515205e-4,0.018050161984474,46069
CSF_vs_WTF,Female,TTLL3B,11.9684962645885,7.02932119776324,1.99658736473572,3.52066797672722,4.3046124888601e-4,0.0194516307375401,33946
CSF_vs_WTF,Female,ubl,151.797006274687,-0.835652638985109,0.238118850644948,-3.50939304772274,4.4913065058288e-4,0.0201730007876264,35592
CSF_vs_WTF,Female,CG16713,1711.24451116835,-0.859889470189141,0.245786267724535,-3.49852527624881,4.6783874309048e-4,0.0208874590927106,33591
CSF_vs_WTF,Female,CG13364,756.131342976276,-0.467662834895314,0.134711256253556,-3.47159434112226,5.1737750368629e-4,0.0229617063540773,50364
CSF_vs_WTF,Female,CG40472,114.198872300455,-0.883909538819188,0.254735427056424,-3.46991209284526,5.2062873061328e-4,0.0229692770145127,8673970
CSF_vs_WTF,Female,COX7B,7267.69069635306,-0.446569163452983,0.128789348291157,-3.46743864596173,5.2544367746228e-4,0.0230453415244636,50266
CSF_vs_WTF,Female,ImpE3,111.77147187411,-1.09799509317051,0.316851555457472,-3.46532966071515,5.2958188745161e-4,0.0230910090809312,48239
CSF_vs_WTF,Female,Rae1,211.398603031343,-0.692711367768472,0.200216707539565,-3.45980800644015,5.405606631394e-4,0.0234326761881825,37467
CSF_vs_WTF,Female,ATP8,25.2614440604988,2.43236618259867,0.704845654838194,3.45092030560513,5.5867851237994e-4,0.0240568325656283,19893538
CSF_vs_WTF,Female,CG7523,366.546281396644,-0.628560029640304,0.182212296294064,-3.44960270203664,5.6141213337169e-4,0.0240568325656283,42125
CSF_vs_WTF,Female,CG30076,69.9416003552685,1.23847096397102,0.359451437950565,3.44544723769151,5.7011525463506e-4,0.0242901676489086,246438
CSF_vs_WTF,Female,CG10472,1364.64193165882,0.752985203477311,0.218981577628876,3.43857785495294,5.8477835741038e-4,0.0247733376866583,38688
CSF_vs_WTF,Female,mRpS17,580.561857869498,-0.589925295662781,0.171698276114247,-3.43582538516722,5.9075159126033e-4,0.0247964827757928,37872
CSF_vs_WTF,Female,Sem1,633.140157339842,-0.560485886466828,0.163214073448311,-3.43405366109148,5.9462646741244e-4,0.0247964827757928,50428
CSF_vs_WTF,Female,CG43799,91.0183614836541,-1.23231293626588,0.358882966010945,-3.43374596449443,5.9530182629652e-4,0.0247964827757928,14462714
CSF_vs_WTF,Female,CG34198,141.667660151836,-0.821780386241607,0.240579333353176,-3.41583948541088,6.3585715837274e-4,0.0263386165157066,5740481
CSF_vs_WTF,Female,CG14297,15.2478557772987,6.40093742405065,1.88520279089402,3.39535749414795,6.853904328276e-4,0.0282335418075283,42260
CSF_vs_WTF,Female,CG13360,1672.64758038085,0.587739772614791,0.173188917025681,3.39363385780419,6.8971841314717e-4,0.0282557169693698,31025
