"","CSF1","CSF2","CSF3","WRF1","WRF2","WRF3"
"NELF-B",158.557489326953,169.086550211865,195.878053071511,167.120136902046,190.777009905397,170.101154892594
"NFAT",751.901553160522,645.85518359614,905.162792614666,700.949602777723,653.359974783537,731.736920750982
"NHP2",0.997216914005997,0,4.12374848571602,0,0,0
"NK7.1",80.7745700344857,61.9060047223768,49.4849818285922,69.7129713934248,89.234407858976,77.5017096256198
"NKAIN",30.9137243341859,39.7307194486896,37.1137363714442,48.7035827543105,42.0529968071036,43.2801755052163
"NKCC",29.9165074201799,24.9471959328981,11.3403083357191,47.7486105434416,38.9759482602424,22.1433456073199
"NLaz",1.99443382801199,0,0,1.90994442173767,0,0
"NO66",0,0,0,0,0,0
"NP15.6",6289.44707663582,5630.67451907707,5417.57457310942,5454.80126848277,5777.67148815645,5925.35798137693
"NPF",0,0,0,0,0,0
"NPFR",4.98608457002998,9.23970219736966,6.18562272857403,16.2345275847702,10.2568284895375,15.0977356413545
"NSD",0,0,0,0,0,0
"NT1",0,0,0,0,0,0
"NT5E-2",0,0,0,0,0,0
"NTPase",49.8608457002998,65.6018856013246,53.6087303143083,38.1988884347533,44.1043625050111,13.0847042225072
"NUCB1",1257.49052856156,1235.34818378832,1174.23738130764,1552.78481487272,1465.7007911549,1434.28488592868
"NaCP60E",325.092713965955,291.974589436881,344.332998557288,325.645523906272,232.8300067125,314.032901340174
"NaPi-III",170.524092295025,150.607145817126,209.280235650088,182.399692275947,162.057890134692,135.879620772191
"NaPi-T",4.98608457002998,6.46779153815877,6.18562272857403,2.8649166326065,6.15409709372248,5.03257854711817
"Naa15-16",0,0,0,0,0,0
"Naa20A",0,0,0,0,0,0
"Naa20B",0,0,1.030937121429,0.954972210868833,0,0
"Naa30A",78.7801362064737,120.116128565806,98.9699636571845,158.525387004226,117.953527629681,80.5212567538907
"Naa30B",0,0,8.24749697143204,0,0,0
"Naa35",0,0,0,0,0,0
"Naa40",34.9025919902099,48.9704216460592,32.9899878857282,24.8292774825897,49.2327767497798,43.2801755052163
"Naa60",0,0,0,0,0,0
"Naa80",40.8858934742459,40.6546896684265,47.4231075857342,34.378999591278,28.7191197707049,22.1433456073199
"Naam",1.99443382801199,5.5438213184218,11.3403083357191,14.3245831630325,9.23114564058372,14.0912199319309
"Nab2",381.934078064297,426.874241518479,460.828893278765,396.313467510566,384.631068357655,358.319592554814
"Nacalpha",10.969386054066,2.7719106592109,6.18562272857403,9.54972210868833,0,4.02606283769454
"Nach",0,0,0,0,0,0
"Nadk1a",138.613151046834,126.583920103964,131.959951542913,118.416554147735,112.825113384912,113.736275164871
"Nadk1b",70.8024008944258,59.1340940631659,73.1965356214593,36.2889440130156,71.7977994267623,69.4495839502307
"Nadk2",0,0,0,2.8649166326065,0,0
"Nadsyn",0.997216914005997,0.923970219736966,0,1.90994442173767,4.10273139581499,1.00651570942363
"Nagk",43.8775442162639,13.8595532960545,13.4021825785771,55.3883882303923,52.3098252966411,23.1498613167436
"Naglu",0.997216914005997,0,2.06187424285801,0.954972210868833,0,3.0195471282709
"Nak",20.9415551941259,28.643076811846,30.9281136428701,25.7842496934585,18.4622912811674,21.1368298978963
"Nap1",7.97773531204797,1.84794043947393,4.12374848571602,7.63977768695066,9.23114564058372,2.01303141884727
"Naprt",0,1.84794043947393,1.030937121429,0.954972210868833,0,0
"Nasp",0,0,0,0,0,0
"Naus",55.8441471843358,48.9704216460592,74.2274727428884,57.29833265213,61.5409709372248,57.3713954371471
"Naxd",286.201254319721,307.68208317241,249.486783385819,258.797469145454,328.218511665199,338.189278366341
"Naxe",139.61036796084,148.759205377652,135.0527629072,131.786165099899,152.826744494108,149.970840704121
"Nazo",11.966602968072,6.46779153815877,4.12374848571602,156.615442582489,70.7721165778085,57.3713954371471
"Nbr",250.301445415505,284.582827678986,282.476771271547,245.42785819329,278.985734915419,286.856977185736
"Nca",996.219697091991,959.081088086971,1014.44212748614,1013.22551573183,1009.27192337049,1195.74066279528
"Ncc69",8.97495222605397,7.39176175789573,8.24749697143204,5.729833265213,11.2825113384912,7.04560996596544
"Nckx30C",460.71421427077,363.120296356628,389.694231900164,517.594938290907,346.680802946366,349.260951170001
"Ncoa6",0.997216914005997,10.1636724171066,3.09281136428701,1.90994442173767,0,2.01303141884727
"Nct",0,0,0,0,0,0
"Ndae1",192.462864403157,174.630371530287,195.878053071511,195.769303228111,205.136569790749,160.035997798358
"Ndc1",113.682728196684,114.572307247384,106.186523507188,87.8574433999326,109.748064838051,137.892652191038
"Ndc80",16.9526875381019,24.9471959328981,23.7115537928671,25.7842496934585,30.7704854686124,20.1303141884727
"Ndf",0,0,0,0,0,0
"Ndfip",1022.14733685615,1201.16128565806,1139.18551917905,1066.70395954049,1228.76805304659,735.762983588676
"Ndg",19.9443382801199,10.1636724171066,19.5878053071511,16.2345275847702,12.308194187445,21.1368298978963
"NdufA3",0,0,0,0,0,0
"NdufV3",1687.29101849815,1311.11374180676,1493.82788895063,1742.82428483562,1825.71547113767,1973.77730617975
"Neb-cGP",15.9554706240959,8.3157319776327,9.27843409286104,6.68480547608183,9.23114564058372,2.01303141884727
"Nedd4",62.8246655823778,91.4730517539597,69.0727871357433,88.8124156108015,72.823482275716,57.3713954371471
"Nedd8",0,5.5438213184218,0,0,0,2.01303141884727
"Nek2",3.98886765602399,2.7719106592109,9.27843409286104,2.8649166326065,5.12841424476873,7.04560996596544
"Nelf-A",0,0,0,0,0,0
"Nelf-E",182.490695263097,185.71801416713,174.228373521502,174.759914588996,193.854058452258,202.30965759415
"Nemp",128.640981906774,124.73597966449,115.464957600049,113.641693093391,132.313087515033,114.742790874294
"Neos",3.98886765602399,0,0,0,0,2.01303141884727
"Nep1",14.95825371009,29.5670470315829,34.0209250071572,29.6041385369338,41.0273139581499,14.0912199319309
"Nep2",25.9276397641559,20.3273448342133,28.8662394000121,40.108832856491,21.5393398280287,28.1824398638617
"Nep3",112.685511282678,137.671562740808,170.104625035786,192.904386595504,189.751327056443,185.198890533949
"Nep4",28.9192905061739,24.9471959328981,34.0209250071572,18.1444720065078,26.6677540727974,25.1628927355908
"Nep5",0,0,2.06187424285801,0,0,0
"Nep6",54.8469302703298,81.309379336853,39.1756106143022,86.9024711890638,74.8748479736235,10.0651570942363
"Nep7",131.632632648792,145.063324498704,96.9080894143265,85.947498978195,78.9775793694385,159.029482088934
"Nepl10",535.50548282122,724.392652273782,442.272025093043,427.827550469237,617.461075070155,484.134056232768
"Nepl11",2606.72501321168,3046.32981447278,2600.02342024395,2026.45103146366,1932.38648742886,1449.38262157003
"Nepl12",59.8330148403598,48.9704216460592,48.4540447071632,51.568499386917,59.4896052393173,44.2866912146399
"Nepl13",2443.18143931469,787.222627215895,1220.62955177194,1955.78308785937,1013.3746547663,137.892652191038
"Nepl14",881.539751981301,1435.84972147125,759.800658493177,1480.20692684669,1343.64453212941,312.019869921327
"Nepl15",1656.37729416396,1433.07781081204,990.730573693274,1340.78098405984,1121.07135390644,633.098381227466
"Nepl16",316.117761739901,327.085457786886,367.013615228726,337.105190436698,318.987366024615,363.352171101932
"Nepl17",88.7523053465337,294.746500096092,93.8152780500395,255.932552512847,204.110886941796,45.2932069240635
"Nepl18",838.659424679043,1791.57825606998,476.2929501002,1182.25559705561,1056.45333442236,633.098381227466
"Nepl19",211.409985769271,310.453993831621,200.001801557227,250.202719247634,219.496129676102,235.52467600513
"Nepl20",43.8775442162639,43.4266003276374,31.9590507642992,35.3339718021468,26.6677540727974,38.2475969580981
"Nepl21",1378.15377515629,1667.76624662522,1140.21645630048,1297.80723457074,1324.15655799929,1443.34352731349
"Nepl3",66.8135332384018,75.7655580184312,74.2274727428884,52.5234715977858,49.2327767497798,57.3713954371471
"Nepl4",126.646548078762,131.203771202649,97.9390265357555,70.6679436042936,72.823482275716,74.4821624973489
"Nepl5",402.875633258423,308.606053392147,365.982678107297,530.009577032202,344.629437248459,158.022966379511
"Nepl6",1168.73822321503,989.572105338291,935.059969136107,944.467516549276,909.780687021973,1021.61344506499
"Nepl7",0,0,0,0,0,0
"Nepl8",248.307011587493,238.384316692137,162.888065185783,214.868747445487,238.984103806223,210.361783269539
"Nepl9",14.95825371009,64.6779153815877,14.4331197000061,54.4334160195235,66.6693851819935,24.1563770261672
"NetA",0,0,0,0,0,0
"NetB",163.543573896983,134.899652081597,224.744292471523,205.319025336799,178.468815717952,179.159796277407
"Neto",364.981390526195,321.541636468464,373.1992379573,381.988884347533,361.040362831719,350.267466879425
"Neu2",2.99165074201799,0,4.12374848571602,0,3.07704854686124,2.01303141884727
"Neurl4",180.496261435085,227.296674055294,209.280235650088,203.409080915061,178.468815717952,195.264047628185
"Neurochondrin",1120.87181134274,1360.08416345281,998.978070664706,1214.72465222516,1402.10845451977,943.105219729945
"Nf-YA",90.7467391745457,100.712753951329,124.74339169291,108.866832039047,97.4398706506059,135.879620772191
"Nf-YB",6.98051839804198,2.7719106592109,5.15468560714502,1.90994442173767,1.02568284895375,2.01303141884727
"Nf-YC",92.7411730025577,96.0929028526445,112.372146235762,100.272082141227,70.7721165778085,96.6255081046689
"Nf1",17.9499044521079,17.5554341750024,22.6806166714381,24.8292774825897,11.2825113384912,13.0847042225072
"NfI",2.99165074201799,4.61985109868483,0,1.90994442173767,3.07704854686124,3.0195471282709
"Nfs1",1046.08054279229,1002.50768841461,1042.27742976472,1002.72082141227,1103.63474547423,1201.77975705182
"Nha1",0,1.84794043947393,3.09281136428701,1.90994442173767,0,0
"Nha2",6.98051839804198,3.69588087894787,7.21655985000303,22.919333060852,22.5650226769824,6.0390942565418
"Nhe1",427.806056108573,437.037913935585,459.797956157336,473.666216590941,487.19935325303,416.697503701384
"Nhe2",35.8998089042159,56.362183403955,32.9899878857282,42.9737494890975,25.6420712238437,30.195471282709
"Nhe3",122.657680422738,156.150967135547,165.98087655007,127.966276256424,111.799430535958,117.762338002565
"NiPp1",126.646548078762,110.876426368436,139.176511392916,92.6323044542768,112.825113384912,137.892652191038
"NijA",0,0,0,0,0,0
"NijB",0,3.69588087894787,0,5.729833265213,0,6.0390942565418
"NijC",0,0,0,0.954972210868833,0,0
"Nil",1.99443382801199,0.923970219736966,59.7943530428823,1.90994442173767,0,1.00651570942363
"NimA",0,0,0,0,0,0
"NimB1",0,0,0,0,0,0
"NimB2",1745.12959951049,1864.5719034292,1523.72506547207,1383.75473354894,1840.07503102302,1740.26566159346
"NimB3",152.574187842917,125.659949884227,143.300259878632,131.786165099899,165.134938681553,149.970840704121
"NimB4",317.114978653907,302.138261853988,216.496795500091,220.5985807107,277.960052066465,219.420424654352
"NimB5",0,0,0,0,0,0
"NimC1",43.8775442162639,47.1224812065853,34.0209250071572,94.5422488760144,93.3371392547909,72.4691310785016
"NimC2",0,0,0,0,0,0
"NimC3",0,0,0,0,0,0
"NimC4",703.037924374228,934.133892154073,409.282037207315,1625.36270289875,1964.18265574642,1776.50022713271
"Nin",0,0,1.030937121429,0,0,0
"Nipped-A",0.997216914005997,0,3.09281136428701,0.954972210868833,0,1.00651570942363
"Nipped-B",0,0,0,0,0,0
"Nipsnap",11.966602968072,6.46779153815877,1.030937121429,14.3245831630325,6.15409709372248,10.0651570942363
"NitFhit",356.006438300141,373.283968773735,317.528633400134,255.932552512847,358.988997133811,297.928649989396
"Nle",90.7467391745457,135.823622301334,96.9080894143265,174.759914588996,155.903793040969,170.101154892594
"Nlg1",2.99165074201799,0,1.030937121429,6.68480547608183,2.05136569790749,1.00651570942363
"Nlg2",6.98051839804198,17.5554341750024,7.21655985000303,13.3696109521637,18.4622912811674,6.0390942565418
"Nlg3",33.9053750762039,28.643076811846,53.6087303143083,53.4784438086546,22.5650226769824,48.3127540523344
"Nlg4",24.9304228501499,21.2513150539502,29.8971765214411,37.2439162238845,18.4622912811674,28.1824398638617
"Nlp",0,0.923970219736966,0,0.954972210868833,4.10273139581499,0
"Nmd3",280.217952835685,232.840495373716,293.817079607266,280.761829995437,249.24093229576,247.602864518214
"Nmda1",5.98330148403598,10.1636724171066,18.5568681857221,9.54972210868833,13.3338770363987,11.07167280366
"Nmdar1",1052.06384427633,1025.60694390803,1251.55766541481,251.157691458503,173.340401473183,167.081607764323
"Nmdar2",116.674378938702,95.1689326329076,130.929014421484,177.624831221603,106.67101629119,119.775369421412
"Nmdmc",90.7467391745457,113.648337027647,52.5777931928793,114.59666530426,154.878110192016,61.3974582748417
"Nmnat",0,0,0,0,0,0
"Nmt",635.22717422182,731.784414031677,797.94533198605,545.289132406103,883.112932949176,800.179988991789
"Nna1",43.8775442162639,27.719106592109,59.7943530428823,24.8292774825897,38.9759482602424,22.1433456073199
"Nnf1a",20.9415551941259,22.1752852736872,28.8662394000121,29.6041385369338,24.6163883748899,21.1368298978963
"Nnf1b",9.97216914005997,4.61985109868483,9.27843409286104,16.2345275847702,9.23114564058372,4.02606283769454
"Nnk",39.8886765602399,20.3273448342133,19.5878053071511,23.8743052717208,33.8475340154736,31.2019869921326
"Nnp-1",333.070449278003,291.974589436881,335.054564464427,351.42977359973,295.396660498679,363.352171101932
"Noa36",305.148375685835,280.886946800038,292.786142485837,271.212107886749,278.985734915419,326.111089853257
"Noc1",258.279180727553,267.027393503983,219.589606864378,310.365968532371,294.370977649725,267.733178706687
"Noc2",185.482346005115,196.805656803974,142.269322757203,225.373441765045,200.008155545981,238.544223133401
"Noc3",193.460081317163,184.794043947393,184.537744735792,199.589192071586,209.239301186564,149.970840704121
"Non1",0,0,0,0.954972210868833,0,0
"Non2",446.753177474687,400.079105146106,472.169201614484,511.865105025694,498.481864591521,482.121024813921
"Non3",169.526875381019,133.97568186186,149.485882607206,167.120136902046,153.852427343062,171.107670602018
"Nop10",48.8636287862938,35.1108683500047,46.3921704643052,69.7129713934248,88.2087250100222,54.3518483088762
"Nop17l",1.99443382801199,0.923970219736966,2.06187424285801,0,4.10273139581499,1.00651570942363
"Nop56",564.424773327394,536.826697667178,516.499497835931,744.87832447769,625.666537861785,618.000645586111
"Nop60B",4.98608457002998,6.46779153815877,4.12374848571602,2.8649166326065,9.23114564058372,7.04560996596544
"Nopp140",0,0,0,0,0,0
"Nos",0,0,0,0,0,0
"Nost",0.997216914005997,2.7719106592109,2.06187424285801,0.954972210868833,4.10273139581499,6.0390942565418
"Not1",830.681689366995,814.017763588267,764.955344100322,1067.65893175136,863.624958819055,790.114831897553
"Not10",0,1.84794043947393,1.030937121429,0,0,0
"Not11",1.99443382801199,7.39176175789573,2.06187424285801,1.90994442173767,0,0
"Not3",43.8775442162639,57.2861536236919,71.1346613786013,43.9287216999663,33.8475340154736,85.5538353010089
"Notum",22.9359890221379,24.0232257131611,24.7424909142961,28.649166326065,30.7704854686124,26.1694084450145
"Nox",0.997216914005997,1.84794043947393,1.030937121429,3.81988884347533,0,2.01303141884727
"Np",0,0,2.06187424285801,0,0,0
"Npc1a",9.97216914005997,13.8595532960545,16.4949939428641,19.0994442173767,19.4879741301212,5.03257854711817
"Npc1b",20.9415551941259,37.8827790092156,8.24749697143204,23.8743052717208,19.4879741301212,10.0651570942363
"Npc2a",1252.50444399153,1251.05567752385,1094.8552229576,1501.2163154858,1648.27233826867,1678.86820331862
"Npc2b",4.98608457002998,31.4149874710569,16.4949939428641,16.2345275847702,22.5650226769824,14.0912199319309
"Npc2c",0,0,0,0,0,0
"Npc2d",57.8385810123478,81.309379336853,36.0827992500152,111.731748671653,147.69833024934,25.1628927355908
"Npc2e",0,0,0,0,0,0
"Npc2f",35.8998089042159,24.0232257131611,34.0209250071572,31.5140829586715,37.9502654112886,16.1042513507781
"Npc2g",2.99165074201799,0,0,1.90994442173767,2.05136569790749,1.00651570942363
"Npc2h",0,0,0,0,0,0
"Nph",0,3.69588087894787,2.06187424285801,0,1.02568284895375,0
"Npl4",31.9109412481919,22.1752852736872,16.4949939428641,18.1444720065078,27.6934369217512,1.00651570942363
"Nplp1",83.7662207765037,83.157319776327,82.4749697143204,84.0375545564573,59.4896052393173,120.781885130836
"Nplp2",0.997216914005997,0.923970219736966,0,0,0,0
"Nplp3",290.190121975745,634.767540959296,210.311172771517,426.872578258368,781.570330902755,88.5733824292798
"Nplp4",0,0,0,0.954972210868833,1.02568284895375,1.00651570942363
"Nprl2",218.390504167313,222.676822956609,172.166499278644,170.940025745521,152.826744494108,187.211921952796
"Nprl3",0,0,0,0,0,0
"Nrd1",274.234651351649,297.518410755303,279.38395990726,328.510440538878,290.26824625391,317.052448468445
"Nrg",206.423901199241,132.127741422386,182.475870492934,206.273997547668,178.468815717952,164.062060636052
"Nrk",79.7773531204797,71.1457069197464,67.0109128928853,68.757999182556,64.618019484086,60.390942565418
"Nrt",0,0,0,0,0,0
"Nrx-1",85.7606546045157,89.6251113144857,97.9390265357555,129.876220678161,66.6693851819935,72.4691310785016
"Nrx-IV",8.97495222605397,11.0876426368436,15.4640568214351,15.2795553739013,18.4622912811674,8.05212567538907
"Ns1",311.131677169871,312.301934271095,200.001801557227,380.078939925795,339.50102300369,345.234888332306
"Ns2",560.43590567137,598.732702389554,563.922605421666,665.615630975576,652.334291934583,579.753048628013
"Ns3",0,0.923970219736966,0,0,0,0
"Ns4",292.184555803757,295.670470315829,281.445834150118,228.238358397651,272.831637821697,345.234888332306
"Nse1",0,0,0,0,0,0
"Nse4",6.98051839804198,9.23970219736966,1.030937121429,14.3245831630325,11.2825113384912,19.123798479049
"Nsf2",25.9276397641559,24.9471959328981,15.4640568214351,13.3696109521637,14.3595598853525,16.1042513507781
"Nsun2",185.482346005115,184.794043947393,170.104625035786,238.743052717208,200.008155545981,187.211921952796
"Nsun5",110.691077454666,125.659949884227,122.681517450052,91.677332243408,126.158990421311,99.6450552329398
"Nt5a",24.9304228501499,25.8711661526351,28.8662394000121,50.6135271760481,50.2584595987336,51.3323011806053
"Nt5b",124.65211425075,219.904912297398,111.341209114333,143.245831630325,214.367715431333,118.768853711989
"Nt5c",0,0,0,0,4.10273139581499,2.01303141884727
"NtR",0,0,0,0,0,0
"Ntan1",0,0,0,0,0,0
"Ntf-2",126.646548078762,98.8648135118554,134.021825785771,136.561026154243,140.518550306663,120.781885130836
"Ntf-2r",0.997216914005997,0.923970219736966,5.15468560714502,0,0,1.00651570942363
"Nthl1",71.7996178084318,89.6251113144857,96.9080894143265,68.757999182556,80.0032622183922,60.390942565418
"Ntl",0.997216914005997,1.84794043947393,9.27843409286104,0,3.07704854686124,3.0195471282709
"Ntmt",5.98330148403598,1.84794043947393,3.09281136428701,12.4146387412948,4.10273139581499,14.0912199319309
"Nuak",3.98886765602399,0,1.030937121429,2.8649166326065,1.02568284895375,0
"Nubp1",599.327365317604,533.13081678823,521.654183443076,494.675605230055,553.868738435023,540.498935960491
"Nubp2",563.427556413388,528.510965689545,535.056366021654,438.332244788794,499.507547440475,552.577124473575
"Nubpl",134.62428339081,133.97568186186,125.774328814339,95.4972210868833,85.131676463161,95.6189923952452
"Nuf2",16.9526875381019,22.1752852736872,35.0518621285862,20.0544164282455,18.4622912811674,26.1694084450145
"Nufip",40.8858934742459,21.2513150539502,24.7424909142961,36.2889440130156,24.6163883748899,24.1563770261672
"Nulp1",11.966602968072,0.923970219736966,5.15468560714502,0,1.02568284895375,1.00651570942363
"Nup107",206.423901199241,212.513150539502,193.816178828653,213.913775234619,252.317980842622,195.264047628185
"Nup133",155.565838584936,210.665210100028,173.197436400073,154.705498160751,215.393398280287,188.21843766222
"Nup153",1.99443382801199,5.5438213184218,1.030937121429,0,4.10273139581499,3.0195471282709
"Nup154",0,0,0,0,0,0
"Nup160",0,0,0,0,0,0
"Nup188",0,0,0,0,0,0
"Nup205",0,0,0,0,0,0
"Nup214",234.345974791409,291.974589436881,235.053663685813,221.553552921569,238.984103806223,189.224953371643
"Nup35",120.663246594726,109.952456148699,89.6915295643234,121.281470780342,97.4398706506059,136.886136481614
"Nup358",0,0,0,0,0,0
"Nup37",0,0,0,0,1.02568284895375,0
"Nup43",69.8051839804198,61.9060047223768,74.2274727428884,49.6585549651793,84.1059936142072,99.6450552329398
"Nup44A",1.99443382801199,0.923970219736966,0,2.8649166326065,2.05136569790749,1.00651570942363
"Nup50",153.571404756923,180.174192848708,172.166499278644,173.804942378128,254.369346540529,187.211921952796
"Nup54",117.671595852708,113.648337027647,129.898077300055,143.245831630325,110.773747687005,173.120702020865
"Nup58",84.7634376905097,88.7011410947488,88.6605924428944,70.6679436042936,83.0803107652535,86.5603510104325
"Nup62",4.98608457002998,0,0,0,1.02568284895375,1.00651570942363
"Nup75",97.7272575725877,159.846848014495,131.959951542913,141.335887208587,155.903793040969,158.022966379511
"Nup93-1",222.379371823337,180.174192848708,176.29024776436,176.669859010734,195.905424150166,159.029482088934
"Nup93-2",71.7996178084318,82.23334955659,59.7943530428823,75.4428046586378,94.3628221037447,92.5994452669743
"Nup98-96",0.997216914005997,0.923970219736966,0,0.954972210868833,6.15409709372248,0
"Nurf-38",4.98608457002998,5.5438213184218,1.030937121429,6.68480547608183,3.07704854686124,5.03257854711817
"Nxf3",0,0,0,0,0,0
"Nxt1",0,0,0,0,0,0
"O-fut1",18.9471213661139,7.39176175789573,34.0209250071572,10.5046943195572,22.5650226769824,21.1368298978963
"O-fut2",86.7578715185217,90.5490815342227,85.5677810786074,66.8480547608183,74.8748479736235,73.4756467879253
"ODA-Dnal1",1.99443382801199,7.39176175789573,3.09281136428701,9.54972210868833,4.10273139581499,3.0195471282709
"ORMDL",193.460081317163,170.934490651339,195.878053071511,212.95880302375,223.598861071917,191.23798479049
"ORY",0,0,0,0,0,0
"OS9",65.8163163243958,60.9820345026398,76.2893469857464,97.407165508621,36.9245825623349,22.1433456073199
"OSCP1",5.98330148403598,4.61985109868483,16.4949939428641,10.5046943195572,4.10273139581499,8.05212567538907
"OXA1L",0,0,6.18562272857403,0,0,0
"Oamb",0,0,0,0,0,0
"Oat",727.968347224378,957.233147647497,710.315676664584,805.041573762426,836.957204746257,655.241726834786
"Oatp26F",2.99165074201799,1.84794043947393,1.030937121429,2.8649166326065,2.05136569790749,1.00651570942363
"Oatp30B",0,0,0,0,0,0
"Oatp33Ea",0,0,0,0.954972210868833,0,0
"Oatp33Eb",361.989739784177,444.429675693481,321.65238188585,429.737494890975,392.836531149285,228.479066039165
"Oatp58Da",146.590886358882,199.577567463185,142.269322757203,140.380914997718,157.955158738877,118.768853711989
"Oatp58Db",972.286491155847,711.457069197464,1125.78333660047,1195.62520800778,993.88668063618,1010.54177226133
"Oatp58Dc",0,1.84794043947393,0,0,1.02568284895375,2.01303141884727
"Oatp74D",96.7300406585817,81.309379336853,73.1965356214593,69.7129713934248,92.3114564058372,88.5733824292798
"Obp18a",237.337625533427,235.612406032926,174.228373521502,261.66238577806,296.422343347633,185.198890533949
"Obp19a",16.9526875381019,18.4794043947393,17.5259310642931,11.459666530426,6.15409709372248,0
"Obp19b",27.9220735921679,63.7539451618507,50.5159189500212,39.1538606456221,103.593967744328,44.2866912146399
"Obp19c",4.98608457002998,1.84794043947393,0,1.90994442173767,0,1.00651570942363
"Obp19d",0,10.1636724171066,3.09281136428701,1.90994442173767,2.05136569790749,7.04560996596544
"Obp22a",4.98608457002998,0,0,0,0,0
"Obp28a",412.847802398483,237.4603464724,331.96175310014,232.058247241126,346.680802946366,367.378233939626
"Obp44a",3.98886765602399,0,3.09281136428701,0.954972210868833,0,3.0195471282709
"Obp46a",0,0,3.09281136428701,0,0,0
"Obp47a",0,0,0,0,0,0
"Obp47b",0,0,0,0,0,0
"Obp49a",157.560272412947,211.589180319765,153.609631092922,65.8930825499495,129.236038968172,196.270563337609
"Obp50a",0,0,0,0,0,0
"Obp50b",0,0,0,0,0,0
"Obp50c",0,0,0,0,0,0
"Obp50d",0,1.84794043947393,0,0.954972210868833,3.07704854686124,0
"Obp50e",0,0.923970219736966,0,0,0,0
"Obp51a",0,0,0,0,0,0
"Obp56a",269.248566781619,118.268188126332,235.053663685813,346.654912545386,356.937631435904,390.52809525637
"Obp56b",0.997216914005997,0,1.030937121429,0.954972210868833,0,0
"Obp56c",0,0,0,0,0,0
"Obp56d",0.997216914005997,8.3157319776327,2.06187424285801,0.954972210868833,0,3.0195471282709
"Obp56e",0,0,0,0,0,0
"Obp56f",0,0,0,0,0,0
"Obp56g",0,0,0,0,0,0
"Obp56h",0,0,0,0,0,0
"Obp56i",0,0,5.15468560714502,0,0,0
"Obp57a",17.9499044521079,19.4033746144763,15.4640568214351,19.0994442173767,26.6677540727974,7.04560996596544
"Obp57b",57.8385810123478,87.7771708750118,59.7943530428823,66.8480547608183,73.8491651246698,12.0781885130836
"Obp57c",125.649331164756,404.698956244791,165.98087655007,267.392219043273,357.963314284858,28.1824398638617
"Obp57d",0,0,0,0,0,0
"Obp57e",2.99165074201799,0,7.21655985000303,1.90994442173767,1.02568284895375,1.00651570942363
"Obp58b",0,0,0,2.8649166326065,1.02568284895375,1.00651570942363
"Obp58c",0,0,0,0,0,0
"Obp58d",0.997216914005997,0,0,0,0,0
"Obp59a",59.8330148403598,42.5026301079005,67.0109128928853,44.8836939108351,58.4639223903636,61.3974582748417
"Obp69a",38.8914596462339,39.7307194486896,41.2374848571602,24.8292774825897,24.6163883748899,23.1498613167436
"Obp73a",0.997216914005997,4.61985109868483,0,0,0,1.00651570942363
"Obp83a",9.97216914005997,4.61985109868483,5.15468560714502,6.68480547608183,4.10273139581499,4.02606283769454
"Obp83b",101.716125228612,81.309379336853,120.619643207194,80.217665712982,80.0032622183922,90.586413848127
"Obp83cd",242.323710103457,225.44873361582,153.609631092922,169.030081323783,161.032207285738,250.622411646485
"Obp83ef",313.126110997883,275.343125481616,271.136462935828,322.780607273666,355.91194858695,454.945100659483
"Obp83g",496.614023174986,388.991462509263,486.60232131449,244.472885982421,483.096621857215,392.541126675217
"Obp84a",0,2.7719106592109,2.06187424285801,0.954972210868833,0,4.02606283769454
"Obp85a",0,2.7719106592109,0,0,0,2.01303141884727
"Obp8a",9.97216914005997,12.0116128565806,3.09281136428701,7.63977768695066,16.4109255832599,10.0651570942363
"Obp93a",1.99443382801199,2.7719106592109,2.06187424285801,4.77486105434416,0,0
"Obp99a",0,0,0,0,0,0
"Obp99b",0,0,0,0,0,0
"Obp99c",25.9276397641559,39.7307194486896,35.0518621285862,22.919333060852,38.9759482602424,42.2736597957926
"Obp99d",74.7912685504498,48.0464514263223,94.8462151714685,104.091970984703,103.593967744328,20.1303141884727
"Obsc",0,0,0,0,0,0
"Ocho",0,0,0,0,0,0
"Ocrl",0,0,0,0,0,0
"Oct-TyrR",0,0,0,0,0,0
"Octalpha2R",0,0,0,0,0,0
"Octbeta1R",196.451732059181,138.595532960545,161.857128064354,186.219581119422,143.595598853525,171.107670602018
"Octbeta2R",23.9332059361439,27.719106592109,28.8662394000121,19.0994442173767,24.6163883748899,1.00651570942363
"Octbeta3R",2.99165074201799,6.46779153815877,10.30937121429,4.77486105434416,4.10273139581499,4.02606283769454
"Oda",354.012004472129,342.792951522415,292.786142485837,439.287216999663,543.611909945486,342.215341204036
"Odc1",322.101063223937,243.928138010559,238.1464750501,229.19333060852,271.805954972743,324.09805843441
"Odc2",23.9332059361439,21.2513150539502,26.8043651571541,16.2345275847702,26.6677540727974,10.0651570942363
"Odj",160.551923154965,167.238609772391,156.702442457209,146.110748262931,149.749695947247,191.23798479049
"OdsH",3.98886765602399,0.923970219736966,1.030937121429,2.8649166326065,2.05136569790749,6.0390942565418
"Oga",90.7467391745457,97.0168730723815,60.8252901643113,73.5328602369001,80.0032622183922,80.5212567538907
"Ogdh",0,0,0,4.77486105434416,0,0
"Ogg1",101.716125228612,112.72436680791,86.5987182000364,150.885609317276,136.415818910848,81.5277724633143
"Oli",0,0,0,1.90994442173767,0,1.00651570942363
