"","CSF1","CSF2","CSF3","WRF1","WRF2","WRF3"
"5SrRNA:CR33438",0,0,0,0,0,0
"5SrRNA:CR33439",0,0,0,0,0,0
"5SrRNA:CR33440",0,0,0,0,0,0
"5SrRNA:CR33441",0,0,0,0,0,0
"5SrRNA:CR33442",0,0,0,0,0,0
"5SrRNA:CR33443",0,0,0,0,0,0
"5SrRNA:CR33444",0,0,0,0,0,0
"5SrRNA:CR33445",0,0,0,0,0,0
"5SrRNA:CR33446",0,0,0,0,0,0
"5SrRNA:CR33447",0,0,0,0,0,0
"5SrRNA:CR33448",0,0,0,0,0,0
"5SrRNA:CR33449",0,0,0,0,0,0
"5SrRNA:CR33450",0,0,0,0,0,0
"5SrRNA:CR33451",0,0,0,0,0,0
"5SrRNA:CR33452",0,0,0,0,0,0
"7B2",0,0,0,0,0,0
"7SLRNA:CR32864",0.997216914005997,3.69588087894787,5.15468560714502,7.63977768695066,2.05136569790749,13.0847042225072
"7SLRNA:CR42652",1.99443382801199,5.5438213184218,2.06187424285801,3.81988884347533,5.12841424476873,15.0977356413545
"825-Oak",564.424773327394,751.187788646154,248.45584626439,505.180299549613,63.5923366351323,606.928972782451
"AANATL2",0,1.84794043947393,0,0,0,0
"AANATL3",39.8886765602399,22.1752852736872,24.7424909142961,109.821804249916,71.7977994267623,31.2019869921326
"AANATL4",5.98330148403598,4.61985109868483,2.06187424285801,9.54972210868833,9.23114564058372,6.0390942565418
"AANATL5",0,0,0,0,0,0
"AANATL6",0,4.61985109868483,0,0,0,0
"AANATL7",0,0,0,0,1.02568284895375,4.02606283769454
"ABCB7",9.97216914005997,2.7719106592109,2.06187424285801,6.68480547608183,2.05136569790749,15.0977356413545
"ACC",22.9359890221379,28.643076811846,25.7734280357251,27.6941941151962,38.9759482602424,19.123798479049
"ACOX1",1175.71874161307,1294.48227785149,1144.3402047862,1111.58765345132,1191.84347048425,1370.87439623499
"ACXA",0,0,0,0,0,0
"ACXB",0,0.923970219736966,1.030937121429,0,0,0
"ACXC",0,0,0,0,0,0
"ACXD",0,0,0,0,0,0
"ACXE",0.997216914005997,0,4.12374848571602,0,0,0
"ADD1",145.593669444876,121.040098785543,131.959951542913,140.380914997718,105.645333442236,102.664602361211
"AGBE",833.673340109013,1752.77150684103,890.72967291466,1440.0980939902,1047.22218878178,743.815109264065
"AGO1",158.557489326953,107.180545489488,142.269322757203,171.89499795639,146.672647400386,91.5929295575507
"AGO2",0,0,0,0,0,0
"AGO3",0.997216914005997,0,4.12374848571602,1.90994442173767,5.12841424476873,2.01303141884727
"AIF",0,0,0,0,0,0
"AIMP1",316.117761739901,292.898559656618,347.425809921575,275.031996730224,303.602123290309,365.365202520779
"AIMP2",8.97495222605397,5.5438213184218,13.4021825785771,5.729833265213,24.6163883748899,19.123798479049
"AIMP3",534.508265907214,413.938658442161,473.200138735913,477.486105434416,466.685696273955,507.283917549512
"ALiX",1264.4710469596,1360.08416345281,1216.50580328623,1165.06609725998,1288.25765828591,977.326753850348
"AMPKalpha",0,0,0,0,0,0
"AMPdeam",43.8775442162639,81.309379336853,65.9799757714563,43.9287216999663,48.2070939008261,38.2475969580981
"AOX1",1072.00818255645,1373.94371674887,1093.82428583617,2243.22972333089,1847.2548109657,933.040062635709
"AOX2",6.98051839804198,1.84794043947393,2.06187424285801,8.5947498978195,3.07704854686124,4.02606283769454
"AOX3",0.997216914005997,2.7719106592109,0,0,0,0
"AOX4",35.8998089042159,12.9355830763175,34.0209250071572,17.189499795639,24.6163883748899,16.1042513507781
"AP-1-2beta",860.598196787175,842.660840400113,922.68872367896,828.915879034147,908.755004173019,802.193020410636
"AP-1gamma",0,0,0,2.8649166326065,1.02568284895375,0
"AP-1mu",652.179861759922,638.463421838244,653.614134985989,586.352937473463,633.872000653415,574.720470080895
"AP-1sigma",409.856151656465,406.546896684265,457.736081914478,418.277828360549,431.812479409527,462.997226334872
"AP-2alpha",467.694732668812,501.715829317173,520.623246321647,543.379187984366,548.740324190254,565.661828696082
"AP-2mu",0,0,0,0,0,0
"AP-2sigma",641.210475705856,615.36416634482,690.727871357433,710.499324886412,697.464337288548,827.355913146227
"APC10",76.7857023784617,84.081289996064,69.0727871357433,43.9287216999663,61.5409709372248,108.703696617752
"APC4",0,0,0,0,0,0
"APC7",0,0.923970219736966,0,0.954972210868833,0,0
"APP-BP1",0.997216914005997,0,8.24749697143204,0,0,0
"AQP",0.997216914005997,3.69588087894787,9.27843409286104,1.90994442173767,11.2825113384912,1.00651570942363
"ARY",0,0,0,0,0,0
"ASPP",1.99443382801199,2.7719106592109,0,5.729833265213,2.05136569790749,3.0195471282709
"ATP6",194966.876074226,202130.497180318,284768.544492484,156301.256725113,156988.965495163,221622.681026571
"ATP6AP2",4134.46132546886,4454.46042935192,4349.52371530897,5068.0375230809,5667.9234233184,5075.85872262339
"ATP7",165.538007724995,129.355830763175,184.537744735792,222.508525132438,223.598861071917,198.283594756456
"ATP8",16.9526875381019,65.6018856013246,45.3612333428762,11.459666530426,6.15409709372248,6.0390942565418
"ATP8A",71.7996178084318,77.6134984579052,105.155586385759,64.9381103390806,70.7721165778085,80.5212567538907
"ATP8B",0,0,0,0,0,0
"ATPCL",8.97495222605397,11.0876426368436,18.5568681857221,4.77486105434416,7.17977994267623,4.02606283769454
"ATPsynB",22192.0652042895,20014.1189297224,20696.0627126873,19049.7856624115,19565.9260266417,19362.3427021824
"ATPsynC",0,0,0,0,0,0
"ATPsynCF6",0,0.923970219736966,1.030937121429,0,0,0
"ATPsynCF6L",0,0.923970219736966,20.6187424285801,0,0,2.01303141884727
"ATPsynD",0,0,2.06187424285801,0,0,0
"ATPsynE",0,0,1.030937121429,0,0,0
"ATPsynF",0,0,0,0,0,0
"ATPsynG",9.97216914005997,7.39176175789573,14.4331197000061,0,0,0
"ATPsynGL",0,3.69588087894787,20.6187424285801,0,2.05136569790749,1.00651570942363
"ATPsynO",24897.5146919877,22586.4520214701,21416.6877605662,22511.559926811,20787.5142997456,24008.4192168819
"ATPsynbeta",368.970258182219,267.95136372372,345.363935678717,376.25905108232,325.141463118338,382.475969580981
"ATPsynbetaL",0,0.923970219736966,7.21655985000303,0,0,0
"ATPsyndelta",63.8218824963838,49.8943918657962,61.8562272857403,38.1988884347533,30.7704854686124,51.3323011806053
"ATPsynepsilonL",0,0,0,0,0,0
"ATPsyngamma",0,6.46779153815877,11.3403083357191,7.63977768695066,0,2.01303141884727
"ATbp",62.8246655823778,62.8299749421137,55.6706045571663,72.5778880260313,78.9775793694385,64.4170054031126
"Aasdh",0,0,0,0,0,0
"Aatf",355.009221386135,274.419155261879,263.919903085825,250.202719247634,272.831637821697,252.635443065332
"Abca3",50.8580626143058,81.309379336853,85.5677810786074,75.4428046586378,85.131676463161,58.3779111465708
"Abcd1",23.9332059361439,14.7835235157915,13.4021825785771,32.4690551695403,22.5650226769824,30.195471282709
"Abcd3",5.98330148403598,6.46779153815877,6.18562272857403,11.459666530426,6.15409709372248,9.05864138481271
"Abd-B",0,3.69588087894787,2.06187424285801,0.954972210868833,2.05136569790749,1.00651570942363
"Abi",0.997216914005997,0,1.030937121429,0,0,0
"Abl",0,0,0,0,0,0
"Abp1",583.371894693508,592.264910851396,627.840706950264,584.442993051726,536.432130002809,565.661828696082
"Ac13E",24.9304228501499,43.4266003276374,38.1446734928732,44.8836939108351,20.5136569790749,33.2150184109799
"Ac3",360.992522870171,303.062232073725,402.065477357312,374.349106660582,290.26824625391,297.928649989396
"Ac76E",10.969386054066,8.3157319776327,22.6806166714381,16.2345275847702,17.4366084322137,10.0651570942363
"Ac78C",0,1.84794043947393,2.06187424285801,2.8649166326065,4.10273139581499,5.03257854711817
"AcCoAS",135.621500304816,151.531116036862,180.413996250076,147.0657204738,148.724013098293,137.892652191038
"Acadvl",24.9304228501499,36.0348385697417,14.4331197000061,27.6941941151962,35.8988997133811,48.3127540523344
"Acam",0,0,0,0,0,0
"Acat1",0.997216914005997,0,0,0.954972210868833,6.15409709372248,0
"Acat2",713.010093514288,688.35781370404,641.242889528841,565.343548834349,592.844686695266,755.893297777149
"Acbp1",0,0,0,0,0,0
"Acbp2",3.98886765602399,0.923970219736966,2.06187424285801,0,6.15409709372248,1.00651570942363
"Acbp3",0,0,0,0,0,0
"Acbp4",0,0,0,0,0,0
"Acbp5",358.000872128153,341.868981302678,203.094612921514,693.309825090773,673.873631762611,563.648797277235
"Acbp6",0,0,0,1.90994442173767,0,1.00651570942363
"Ace",655.17151250194,496.172007998751,732.996293336023,601.632492847365,513.867107325827,455.951616368906
"Acer",17.9499044521079,33.2629279105308,19.5878053071511,11.459666530426,2.05136569790749,16.1042513507781
"Acf",293.181772717763,299.366351194777,341.240187193001,288.401607682388,316.936000326708,251.628927355908
"Achl",208.418335027253,164.46669911318,225.775229592952,286.49166326065,205.136569790749,34.2215341204036
"Ack",372.959125838243,489.704216460592,383.50860917159,412.547995095336,450.274770690695,399.586736641183
"Ack-like",64.8190994103898,60.9820345026398,55.6706045571663,57.29833265213,50.2584595987336,49.3192697617581
"Acn",6.98051839804198,9.23970219736966,1.030937121429,9.54972210868833,8.20546279162997,10.0651570942363
"Acox3",16.9526875381019,25.8711661526351,30.9281136428701,39.1538606456221,18.4622912811674,40.2606283769454
"Acox57D-d",94.7356068305697,98.8648135118554,72.1655985000303,89.7673878216703,87.1830421610685,84.5473195915853
"Acox57D-p",25.9276397641559,36.0348385697417,17.5259310642931,29.6041385369338,18.4622912811674,22.1433456073199
"Acp1",3933.02350883965,3787.35393070183,3675.2908378944,1974.88253207675,2179.57605402671,4055.25179326782
"Acp24A4",0.997216914005997,4.61985109868483,5.15468560714502,2.8649166326065,0,0
"Acp26Aa",0,0,2.06187424285801,0,0,0
"Acp26Ab",0,0,0,0,0,0
"Acp29AB",0,0,0,0,0,0
"Acp32CD",0,0,0,0,0,0
"Acp33A",0,0,0,0,0,0
"Acp36DE",0,0,0,0,0,0
"Acp53C14a",0,0,0,8.5947498978195,0,0
"Acp53C14b",0,0,0,0,0,0
"Acp53C14c",0,0,0,0,0,0
"Acp53Ea",0,0,0,0,1.02568284895375,0
"Acp54A1",0,0.923970219736966,0,0,1.02568284895375,0
"Acp62F",0,0,0,1.90994442173767,0,1.00651570942363
"Acp63F",0,0.923970219736966,1.030937121429,0,0,1.00651570942363
"Acp65Aa",30544.7540760037,26568.7636685365,22438.3464479023,19600.8046280828,14272.3768431914,42682.3051738186
"Acp76A",0,0,0,0,0,0
"Acp95EF",0,0,0,0,0,0
"Acp98AB",0,0,1.030937121429,0,0,1.00651570942363
"Acph-1",0,1.84794043947393,0,0,2.05136569790749,0
"Acsf2",193.460081317163,279.039006360564,190.723367464366,259.752441356322,289.242563404957,165.068576345476
"Acsf3",21.9387721081319,11.0876426368436,30.9281136428701,9.54972210868833,13.3338770363987,12.0781885130836
"Acsl",32.9081581621979,30.4910172513199,27.8353022785831,41.0638050673598,23.5907055259362,24.1563770261672
"Acsx1L",5.98330148403598,31.4149874710569,14.4331197000061,28.649166326065,37.9502654112886,32.2085027015563
"Acsx1R",31.9109412481919,47.1224812065853,36.0827992500152,101.227054352096,92.3114564058372,127.827495096801
"Acsx2",104.70777597063,90.5490815342227,88.6605924428944,72.5778880260313,43.0786796560574,39.2541126675217
"Acsx3",247.309794673487,338.17310042373,317.528633400134,384.85380098014,365.143094227534,206.335720431845
"Acsx4",95.7328237445757,113.648337027647,116.495894721478,132.741137310768,129.236038968172,94.6124766858216
"Act42A",4202.27207562127,6514.91401936535,5960.87843610251,4101.60564568164,7192.08813686367,7169.41139822454
"Act57B",231484.959465126,236674.971785624,259645.637780381,130324.102645059,177612.370539076,225154.544650939
"Act5C",26.9248566781619,50.8183620855332,29.8971765214411,37.2439162238845,47.1814110518723,43.2801755052163
"Act79B",0,0,0,0,0,0
"Act87E",60.8302317543658,43.4266003276374,58.7634159214533,47.7486105434416,53.3355081455948,75.4886782067725
"Act88F",242485.259243526,242409.130969312,237604.202124228,213230.015131636,182813.60826612,166520.978514174
"Actbeta",528.524964423178,467.528931186905,544.334800114515,369.574245606238,328.218511665199,387.508548128099
"Actn",101.716125228612,92.3970219736967,110.310271992904,93.5872766651456,113.850796233866,48.3127540523344
"Actn3",6.98051839804198,0,36.0827992500152,2.8649166326065,0,0
"Acyp",0,0,0,0,0,0
"Acyp2",0.997216914005997,0,0,0,0,0
"Ada",64.8190994103898,60.0580642829028,44.3302962214472,47.7486105434416,42.0529968071036,73.4756467879253
"Ada1-1",0,0,0,0,0,0
"Ada1-2",36.8970258182219,49.8943918657962,54.6396674357373,24.8292774825897,45.1300453539648,37.2410812486745
"Ada2a",0,0,0,0,0,0
"Ada2b",0,0,0,0,0,0
"Ada3",0,0,0,0,0,0
"AdamTS-A",25.9276397641559,27.719106592109,28.8662394000121,30.5591107478026,36.9245825623349,29.1889555732854
"AdamTS-B",0.997216914005997,0.923970219736966,2.06187424285801,3.81988884347533,10.2568284895375,1.00651570942363
"Adar",25.9276397641559,25.8711661526351,47.4231075857342,14.3245831630325,12.308194187445,24.1563770261672
"Adat1",6.98051839804198,18.4794043947393,12.3712454571481,6.68480547608183,13.3338770363987,8.05212567538907
"Adck1",7.97773531204797,11.0876426368436,3.09281136428701,16.2345275847702,13.3338770363987,7.04560996596544
"Adck5",0,0,2.06187424285801,0,0,0
"Adf1",0,0,0,0,0,0
"Adgf-A",0,0,0,0,0,0
"Adgf-A2",0,0,0,0,0,0
"Adgf-B",1.99443382801199,0,18.5568681857221,0,0,0
"Adgf-C",23.9332059361439,44.3505705473744,31.9590507642992,29.6041385369338,44.1043625050111,31.2019869921326
"Adgf-D",802.759615774827,926.742130396177,742.274727428884,901.493767060178,759.005308225772,487.153603361039
"Adgf-E",0.997216914005997,0,42.2684219785892,0,1.02568284895375,2.01303141884727
"Adh",191.465647489151,255.015780647403,190.723367464366,173.804942378128,192.828375603304,111.723243746023
"Adhr",0,0,0,0,0,0
"Adi1",544.480435047274,546.066399864547,455.67420767162,573.938298732169,540.534861398624,574.720470080895
"AdipoR",10.969386054066,12.9355830763175,15.4640568214351,17.189499795639,16.4109255832599,2.01303141884727
"Adk1",0.997216914005997,0,55.6706045571663,0,1.02568284895375,3.0195471282709
"Adk2",7.97773531204797,2.7719106592109,19.5878053071511,18.1444720065078,11.2825113384912,27.1759241544381
"Adk3",2449.16474079873,2426.34579702927,2354.66038534385,1121.13737556001,870.804738761731,1285.32056093398
"AdoR",0,0,0,0,0,0
"Adsl",816.720652570911,955.385207208023,767.01721834318,710.499324886412,719.003677116576,705.567512305967
"Adss",3672.74989428409,3212.64445402543,3652.61022122296,3803.65431589056,3753.99922717071,2121.73511546502
"Aduk",43.8775442162639,33.2629279105308,58.7634159214533,39.1538606456221,38.9759482602424,46.2997226334872
"Ae2",3.98886765602399,1.84794043947393,11.3403083357191,0.954972210868833,1.02568284895375,0
"Aef1",156.563055498941,121.96406900528,178.352122007218,140.380914997718,141.544233155617,163.055544926629
"Afg3l2",353.014787558123,472.14878228559,458.767019035907,429.737494890975,401.041993940915,269.746210125534
"Afti",76.7857023784617,50.8183620855332,96.9080894143265,113.641693093391,62.5666537861785,98.6385395235161
"Ag5r",0,0,0,0,0,0
"Ag5r2",208.418335027253,145.987294718441,116.495894721478,246.382830404159,65.6437023330398,45.2932069240635
"AgmNAT",75.7884854644558,70.2217367000095,68.0418500143143,71.6229158151625,78.9775793694385,79.5147410444671
"Agpat1",0.997216914005997,1.84794043947393,1.030937121429,0,0,1.00651570942363
"Agpat2",0,0,3.09281136428701,0,0,0
"Agpat3",10.969386054066,10.1636724171066,9.27843409286104,9.54972210868833,17.4366084322137,13.0847042225072
"Agpat4",0,0,1.030937121429,0.954972210868833,2.05136569790749,0
"Agps",0,0,2.06187424285801,0,0,0
"Agxt",1906.67873957947,1879.35542694499,1605.16909806496,1895.61983857463,2178.55037117776,2174.07393235505
"Ahcy",31.9109412481919,8.3157319776327,11.3403083357191,22.919333060852,27.6934369217512,19.123798479049
"AhcyL1",884.531402723319,892.55523226591,892.791547157518,1069.56887617309,962.090512318614,851.512290172394
"AhcyL2",1.99443382801199,0.923970219736966,0,0.954972210868833,0,0
"Ak1",25.9276397641559,39.7307194486896,51.5468560714503,28.649166326065,31.7961683175661,22.1433456073199
"Ak2",0.997216914005997,0,1.030937121429,1.90994442173767,2.05136569790749,1.00651570942363
"Ak3",0,0,0,0,0,0
"Ak6",75.7884854644558,56.362183403955,74.2274727428884,76.3977768695066,110.773747687005,110.7167280366
"Akap200",10.969386054066,3.69588087894787,9.27843409286104,16.2345275847702,8.20546279162997,12.0781885130836
"Akh",51.8552795283118,28.643076811846,35.0518621285862,63.9831381282118,60.515288088271,46.2997226334872
"AkhR",15.9554706240959,16.6314639552654,20.6187424285801,43.9287216999663,27.6934369217512,30.195471282709
"Akr1B",0,0,0,0,0,0
"Akt",96.7300406585817,112.72436680791,98.9699636571845,81.1726379238508,80.0032622183922,87.5668667198562
"AlaRS",2.99165074201799,0.923970219736966,2.06187424285801,0.954972210868833,5.12841424476873,4.02606283769454
"AlaRS-m",339.053750762039,375.131909213208,372.168300835871,388.673689823615,330.269877363106,404.619315188301
"Aladin",0,2.7719106592109,4.12374848571602,0,0,5.03257854711817
"Alas",3901.11256759146,3535.11006071363,3785.60110988731,3309.93368287137,3374.49657305783,3460.40100899845
"Ald1",5162.59196380905,4439.67690583612,5081.48907152357,6224.50887044305,5418.68249102264,5713.98968239797
"Ald2",0,0,0,0,0,0
"Aldh",0,0,4.12374848571602,0,0,0
"Aldh-III",7.97773531204797,16.6314639552654,12.3712454571481,2.8649166326065,22.5650226769824,3.0195471282709
"Aldh7A1",846.637159991091,1117.07999566199,878.358427457512,1044.7395986905,1001.06646057886,950.15082969591
"Alg-2",822.703954054947,826.953346664585,814.440325928914,885.259239475408,822.597644860905,1106.16076465657
"Alg1",226.368239479361,299.366351194777,240.208349292958,253.067635880241,261.549126483205,263.707115868992
"Alg10",125.649331164756,142.291413839493,123.712454571481,123.191415202079,133.338770363987,161.042513507781
"Alg11",3.98886765602399,2.7719106592109,7.21655985000303,1.90994442173767,3.07704854686124,2.01303141884727
"Alg12",575.39415938146,645.85518359614,630.933518314551,466.02643890399,525.149618664318,701.541449468273
"Alg13",40.8858934742459,47.1224812065853,45.3612333428762,42.9737494890975,37.9502654112886,62.4039739842653
"Alg14",68.8079670664138,56.362183403955,75.2584098643174,63.028165917343,71.7977994267623,82.534288172738
"Alg2",238.334842447433,226.372703835557,234.022726564384,195.769303228111,209.239301186564,216.400877526081
"Alg3",189.471213661139,170.010520431602,135.0527629072,198.634219860717,164.109255832599,216.400877526081
"Alg7",236.340408619421,274.419155261879,244.332097778674,242.562941560684,234.881372410408,222.439971782623
"Alg9",169.526875381019,160.770818234232,135.0527629072,170.940025745521,215.393398280287,182.179343405678
"Alh",0,0,0,0,0,0
"Alk",50.8580626143058,24.9471959328981,49.4849818285922,56.3433604412611,54.3611909945486,48.3127540523344
"AlkB",0,0,0,0,0,0
"Alms1a",0,0,4.12374848571602,0,0,0
"Alms1b",0,0,0,0,0,0
"Alp1",0,0,0,0,0,0
"Alp10",32.9081581621979,8.3157319776327,12.3712454571481,39.1538606456221,17.4366084322137,2.01303141884727
"Alp11",8.97495222605397,12.9355830763175,18.5568681857221,0.954972210868833,6.15409709372248,7.04560996596544
"Alp12",13.961036796084,12.9355830763175,25.7734280357251,20.0544164282455,15.3852427343062,15.0977356413545
"Alp13",42.8803273022579,48.0464514263223,55.6706045571663,29.6041385369338,36.9245825623349,44.2866912146399
"Alp2",0.997216914005997,2.7719106592109,0,0,2.05136569790749,0
"Alp4",128.640981906774,182.022133288182,125.774328814339,199.589192071586,163.083572983646,62.4039739842653
"Alp5",45.8719780442758,34.1868981302678,20.6187424285801,56.3433604412611,84.1059936142072,6.0390942565418
"Alp6",0,0,0,0,0,0
"Alp7",0,0.923970219736966,4.12374848571602,0,3.07704854686124,0
"Alp8",0,0,0,0,0,0
"Alp9",0,0,0,0,0,0
"Alr",0,0,1.030937121429,0,0,0
"Als2",295.176206545775,388.067492289526,357.735181135865,374.349106660582,331.29556021206,269.746210125534
"Ama",0.997216914005997,0,0,0.954972210868833,0,0
"Amacr",0,0,0,0.954972210868833,0,0
"Amnionless",0,0,0,0,3.07704854686124,2.01303141884727
"Amph",75.7884854644558,76.6895282381682,80.4130954714624,61.1182214956053,92.3114564058372,79.5147410444671
"Amt",41.8831103882519,43.4266003276374,52.5777931928793,40.108832856491,19.4879741301212,27.1759241544381
"Amun",0.997216914005997,0.923970219736966,0,0,0,0
"Amy-d",34.9025919902099,46.1985109868483,30.9281136428701,66.8480547608183,84.1059936142072,47.3062383429108
"Amy-p",0,1.84794043947393,0,0,0,0
"Amyrel",0.997216914005997,0.923970219736966,2.06187424285801,0,0,1.00651570942363
"Ance",0,0,3.09281136428701,1.90994442173767,0,1.00651570942363
"Ance-2",419.828320796525,407.470866904002,462.890767521623,549.109021249579,746.697114038328,1263.17721532666
"Ance-3",1.99443382801199,3.69588087894787,0,0,3.07704854686124,3.0195471282709
"Ance-4",9.97216914005997,12.9355830763175,20.6187424285801,14.3245831630325,12.308194187445,16.1042513507781
"Ance-5",171.521309209031,237.4603464724,96.9080894143265,147.0657204738,185.648595660628,149.970840704121
"Andorra",0.997216914005997,0.923970219736966,9.27843409286104,0.954972210868833,1.02568284895375,0
"Ank",68.8079670664138,99.7887837315924,73.1965356214593,61.1182214956053,61.5409709372248,55.3583640182999
"Ank2",0,0,3.09281136428701,1.90994442173767,0,0
"Ankle2",3.98886765602399,1.84794043947393,2.06187424285801,2.8649166326065,0,1.00651570942363
"Ankrd49",57.8385810123478,74.8415877986943,74.2274727428884,89.7673878216703,80.0032622183922,76.4951939161962
"Anp",0,0,0,0,0,0
"Ant2",0,0,0,0,0,0
"Antdh",238.334842447433,204.19741856187,241.239286414387,139.42594278685,191.802692754351,251.628927355908
"Antp",0,1.84794043947393,0,0,2.05136569790749,0
"AnxB10",4.98608457002998,5.5438213184218,5.15468560714502,3.81988884347533,2.05136569790749,6.0390942565418
"AnxB11",2.99165074201799,0,3.09281136428701,5.729833265213,7.17977994267623,1.00651570942363
"AnxB9",585.36632852152,555.306102061917,615.469461493116,542.424215773497,761.05667392368,709.593575143662
"Aos1",289.192905061739,251.319899768455,207.21836140723,222.508525132438,210.264984035518,294.909102861125
"Apc",6.98051839804198,0.923970219736966,1.030937121429,0.954972210868833,0,7.04560996596544
"Apc2",0,0,0,0,0,0
"ApepP",0,0,0,0,0,0
"Apl",0,0,4.12374848571602,0,0,0
"Aplip1",0,0,0,0,0,0
"Apoltp",1009.18351697407,1334.21299730018,905.162792614666,729.598769103788,520.021204419549,616.994129876688
"Appl",0,0,1.030937121429,0,2.05136569790749,0
"Aprt",0,0,0,0,0,0
"Aps",54.8469302703298,71.1457069197464,63.9181015285983,36.2889440130156,50.2584595987336,50.3257854711817
"Apt1",24.9304228501499,36.9588087894787,37.1137363714442,50.6135271760481,25.6420712238437,36.2345655392508
"Aptx",0,0,0,0,2.05136569790749,0
"Arc1",3940.00402723769,3049.10172513199,3870.13795384448,6863.3852795143,9372.68987373934,6525.24134419342
"Arc2",73.7940516364438,38.8067492289526,45.3612333428762,131.786165099899,130.261721817126,121.78840084026
"Arc42",872.564799755247,799.234240072476,757.738784250319,670.390492029921,696.438654439594,864.596994394902
"Archease",157.560272412947,179.250222628971,159.795253821496,176.669859010734,183.597229962721,217.407393235505
"Arf1",51.8552795283118,59.1340940631659,43.2993591000182,38.1988884347533,44.1043625050111,30.195471282709
"Arf4",12.963819882078,16.6314639552654,17.5259310642931,10.5046943195572,8.20546279162997,7.04560996596544
"Arf6",35.8998089042159,24.0232257131611,21.6496795500091,21.0093886391143,17.4366084322137,12.0781885130836
"ArfGAP1",5.98330148403598,4.61985109868483,2.06187424285801,0,1.02568284895375,3.0195471282709
"ArfGAP3",12.963819882078,6.46779153815877,10.30937121429,4.77486105434416,3.07704854686124,11.07167280366
"Arfip",234.345974791409,228.220644275031,254.641468992964,268.347191254142,290.26824625391,259.681053031298
"Arfrp1",67.8107501524078,81.309379336853,92.7843409286104,67.8030269716871,87.1830421610685,99.6450552329398
"ArgRS",544.480435047274,557.154042501391,492.787944043064,481.305994277892,481.045256159307,578.74653291859
"ArgRS-m",11.966602968072,6.46779153815877,13.4021825785771,12.4146387412948,10.2568284895375,16.1042513507781
"Argk1",43.8775442162639,29.5670470315829,23.7115537928671,40.108832856491,30.7704854686124,28.1824398638617
"Argk2",30.9137243341859,27.719106592109,68.0418500143143,21.9643608499832,28.7191197707049,18.1172827696254
"Argl",0.997216914005997,7.39176175789573,1.030937121429,0.954972210868833,2.05136569790749,1.00651570942363
"Arglu1",197.448948973187,243.928138010559,228.868040957239,246.382830404159,182.571547113767,196.270563337609
"Argp",27.9220735921679,17.5554341750024,20.6187424285801,20.0544164282455,21.5393398280287,22.1433456073199
"Arl1",294.178989631769,346.488832401362,263.919903085825,374.349106660582,416.427236675221,381.469453871557
"Arl2",111.688294368672,133.97568186186,125.774328814339,167.120136902046,160.006524436784,179.159796277407
"Arl4",1.99443382801199,0.923970219736966,0,0,0,0
"Arl5",334.067666192009,356.652504818469,283.507708392976,374.349106660582,325.141463118338,350.267466879425
"Arl6",0,0,0,0,0,0
"Arl6IP1",0,0,1.030937121429,0,2.05136569790749,0
"Arl8",14.95825371009,11.0876426368436,10.30937121429,19.0994442173767,14.3595598853525,10.0651570942363
"Arms",0,0,0,0,0,0
"Arp1",1128.84954665479,1072.72942511462,1213.41299192194,1024.68518226226,1307.74563241603,1198.76020992355
"Arp10",0,0,0,0,0,0
"Arp2",170.524092295025,204.19741856187,220.620543985807,229.19333060852,194.879741301212,347.247919751154
"Arp3",127.643764992768,129.355830763175,84.5368439571784,159.480359215095,169.237670077368,127.827495096801
"Arp5",0,0,0,0,0,1.00651570942363
"Arp53D",4.98608457002998,0,47.4231075857342,0.954972210868833,1.02568284895375,1.00651570942363
"Arp6",336.062100020021,402.851015805317,356.704244014436,310.365968532371,265.65185787902,384.489000999828
"Arp8",44.8747611302699,47.1224812065853,35.0518621285862,30.5591107478026,51.2841424476873,48.3127540523344
"Arpc1",0,0,0,0,0,0
"Arpc2",0,0,0,0,0,0
"Arpc3A",35.8998089042159,48.9704216460592,55.6706045571663,40.108832856491,40.0016311091961,56.3648797277235
"Arpc3B",0,0,0,0,0,0
"Arpc4",429.800489936585,366.816177235576,394.848917507309,349.519829177993,408.221773883591,409.651893735419
"Arpc5",4.98608457002998,0.923970219736966,1.030937121429,0.954972210868833,2.05136569790749,6.0390942565418
"Arr1",69.8051839804198,41.5786598881635,78.3512212286044,96.4521932977521,88.2087250100222,114.742790874294
"Arr2",7417.2994063766,7613.5146106326,8535.12842831073,5586.58743358267,6077.17088005095,5228.84911045578
"Ars2",7.97773531204797,14.7835235157915,19.5878053071511,16.2345275847702,9.23114564058372,11.07167280366
"Art1",319.109412481919,329.857368446097,331.96175310014,329.465412749747,429.76111371162,345.234888332306
"Art2",0,0,0,0,0,0
"Art3",0,0,0,0,0,0
"Art4",10.969386054066,9.23970219736966,14.4331197000061,10.5046943195572,6.15409709372248,16.1042513507781
"Art6",0,0,0,0,0,0
"Art7",129.63819882078,108.104515709225,104.12464926433,84.0375545564573,106.67101629119,99.6450552329398
"Art8",0,0,0,0,1.02568284895375,0
"Art9",0,0,0,0,0,0
"Arts",0,0,0,0,0,0
"Arv1",0,0,0,0,0,0
"Asap",3.98886765602399,10.1636724171066,3.09281136428701,8.5947498978195,4.10273139581499,8.05212567538907
"Asator",82.7690038624977,117.344217906595,87.6296553214654,84.0375545564573,75.9005308225773,90.586413848127
"Asciz",14.95825371009,14.7835235157915,21.6496795500091,12.4146387412948,10.2568284895375,4.02606283769454
