"","CSM1","CSM2","CSM3","WRM1","WRM2","WRM3"
"CG9297",93.7790689627794,108.188978911019,105.03806161591,89.8337835469106,64.5953160792862,163.556911123548
"CG9300",184.65775434939,194.740162039833,186.547597429856,218.167760042497,214.339003353995,184.841714625928
"CG9302",230.097097042696,242.933434463833,229.403126569147,204.264912588809,245.657944483346,192.683484337331
"CG9304",0,0,1.68060898585456,0,1.95743382058443,6.72151689548829
"CG9308",281.337206888338,260.637085558363,291.585659045766,222.445559259017,179.105194583476,227.411321630687
"CG9312",97.6462470643373,111.139587426774,108.399279587619,62.0280886395335,70.4676175410395,94.101236536836
"CG9313",1.93358905077896,6.88475320342846,5.88213145049095,0,4.89358455146108,3.36075844774414
"CG9316",772.468825786193,671.755205420234,861.312105250461,912.240682922795,689.01670484572,644.145369150961
"CG9328",232.030686093475,258.670013214526,320.156011805293,306.932093785278,298.508657639126,364.082165172282
"CG9330",1024.80219691285,897.968524961454,982.315952231989,1005.2828158821,957.185138265787,1009.34778713916
"CG9331",18.3690959824001,9.83536171918351,32.7718752241639,7.48614862890922,24.4679227573054,17.9240450546354
"CG9338",9.66794525389478,16.720114922612,20.1673078302547,24.5973454949874,24.4679227573054,22.4050563182943
"CG9344",158.554302163874,184.90480032065,134.448718868365,154.000771794704,154.63727182617,135.55059072568
"CG9346",392.518577308128,282.274881340567,257.973479328675,281.265298486161,275.998168702405,303.588513112888
"CG9356",1.93358905077896,0,0,0,0,1.12025281591471
"CG9360",184.65775434939,162.283468366528,130.247196403728,147.584072969925,182.041345314352,203.886012496478
"CG9368",9.66794525389478,8.85182554726516,2.52091347878184,3.20834941238967,4.89358455146108,2.24050563182943
"CG9372",385.751015630402,407.183975174197,245.368911934765,429.918821260215,450.209778734419,525.398570664001
"CG9377",10.6347397792843,0,0.840304492927279,2.13889960825978,0.978716910292216,2.24050563182943
"CG9380",79.2771510819372,109.172515082937,79.8289268280915,99.4588317840796,135.062933620326,67.2151689548829
"CG9386",125.683288300632,119.00787680212,128.566587417874,144.375723557535,123.318330696819,153.474635780316
"CG9389",2739.89568495378,2842.41953684403,3444.40811650892,2947.40366018197,2287.26141935291,2667.32195469293
"CG9391",0,0,0,2.13889960825978,4.89358455146108,1.12025281591471
"CG9393",0,0,0,3.20834941238967,0,0
"CG9394",6.76756167772635,3.9341446876734,2.52091347878184,8.55559843303911,0.978716910292216,6.72151689548829
"CG9395",2.90038357616843,1.9670723438367,7.56274043634551,12.8333976495587,7.82973528233773,4.48101126365886
"CG9396",108.280986843622,92.452400160325,46.2167471110003,108.014430217119,91.0206726571761,132.189832277936
"CG9399",3.86717810155791,0,3.36121797170912,4.27779921651955,0,0
"CG9400",13.5351233554527,15.7365787506936,13.4448718868365,14.9722972578184,15.6594705646755,21.2848035023796
"CG9406",439.891509052213,492.751622131094,566.365228232986,493.016359703879,397.35906557864,445.860620734056
"CG9410",3.86717810155791,12.7859702349386,9.24334942220007,3.20834941238967,5.8723014617533,6.72151689548829
"CG9411",449.559454306107,406.200439002279,403.346156605094,20.3195462784679,220.211304815749,21.2848035023796
"CG9416",56.0740824725897,60.9792426589377,68.0646639271096,38.500192948676,44.0422609631497,52.6518823479916
"CG9426",689.324496602698,740.602737454518,782.323482915297,680.170075426609,802.547866439617,770.733937349323
"CG9427",205.927233907959,299.978532435097,287.384136581129,148.653522774055,306.338392921464,206.126518128307
"CG9436",263.934905431328,214.4108854782,169.74150757131,335.807238496785,393.444197937471,281.183456794593
"CG9444",9.66794525389478,7.86828937534681,8.40304492927279,7.48614862890922,2.93615073087665,7.841769711403
"CG9445",0,0,3.36121797170912,1.06944980412989,3.91486764116886,3.36075844774414
"CG9447",9.66794525389478,10.8188978911019,4.20152246463639,32.0834941238967,4.89358455146108,33.6075844774414
"CG9449",36.7381919648002,59.9957064870194,84.0304492927279,65.2364380519232,43.0635440528575,45.9303654525033
"CG9451",2.90038357616843,0,0,1.06944980412989,0,1.12025281591471
"CG9452",255.233754702822,238.999289776159,244.528607441838,234.209507104446,591.145013816498,276.702445530934
"CG9458",87.9783018104425,95.40300867608,114.28141103811,607.447488745777,410.082385412438,797.620004931277
"CG9459",2.90038357616843,0.983536171918351,3.36121797170912,14.9722972578184,5.8723014617533,13.4430337909766
"CG9467",0,0,0,0,0,0
"CG9471",0,1.9670723438367,0,0,0,0
"CG9483",8.7011507285053,3.9341446876734,6.72243594341823,5.34724902064944,7.82973528233773,13.4430337909766
"CG9485",47.3729317440844,44.2591277363258,52.9391830544186,39.5696427528059,23.4892058470132,48.1708710843327
"CG9497",1.93358905077896,0,0,2.13889960825978,0.978716910292216,4.48101126365886
"CG9498",96.6794525389478,54.0944894555093,97.4753211795643,239.556756125095,113.531161593897,185.961967441843
"CG9500",90.878685386611,65.8969235185295,45.3764426180731,56.6808396188841,49.914562424903,58.2531464275651
"CG9503",123.749699249853,93.4359363322433,110.079888573474,4.27779921651955,104.722709401267,5.60126407957357
"CG9512",6.76756167772635,2.95060851575505,1.68060898585456,3.20834941238967,8.80845219262994,4.48101126365886
"CG9514",193.358905077896,174.085902429548,239.486780484274,55.6113898147542,200.636966609904,76.1771914822006
"CG9515",0,0,0,0,0,0
"CG9518",0,0,0,0,0,0
"CG9519",20.302685033179,37.3743745328973,19.3270033373274,49.1946909899749,90.0419557468839,69.4556745867123
"CG9521",359.647563444886,392.430932595422,351.247278043603,236.348406712705,483.486153684355,178.12019773044
"CG9522",36.7381919648002,45.2426639082441,31.0912662383093,85.5559843303911,71.4463344513318,66.0949161389681
"CG9525",1.93358905077896,3.9341446876734,2.52091347878184,19.250096474338,16.6381874749677,14.5632866068913
"CG9536",0,0,0,0,0,0
"CG9541",2.90038357616843,0.983536171918351,1.68060898585456,2.13889960825978,3.91486764116886,5.60126407957357
"CG9547",275.536439736001,363.90838360979,273.939264694293,429.918821260215,439.443892721205,377.525198963259
"CG9550",898.152114086825,921.573393087495,993.239910640044,910.101783314535,718.378212154487,761.771914822006
"CG9555",0,0,0,0,0,1.12025281591471
"CG9568",705.760003534319,819.285631207986,463.007775602931,584.989042859049,861.27088105715,519.797306584427
"CG9570",2488.52910835252,2125.42166751556,2491.50282152938,1682.24454189631,1736.24379885839,1675.89821260841
"CG9577",671.922195145687,694.376537374356,552.920356346149,594.614091096218,788.845829695526,660.949161389682
"CG9578",357.713974394107,353.089485718688,272.258655708438,319.765491434837,345.487069333152,315.911294087949
"CG9581",640.984770333224,650.11740963803,673.924203327678,645.947681694453,555.911205045979,659.828908573767
"CG9582",2.90038357616843,2.95060851575505,0.840304492927279,3.20834941238967,0,3.36075844774414
"CG9586",0,0,0,0,0,0
"CG9588",241.69863134737,232.114536572731,221.000081639874,280.195848682031,274.04073488182,250.936630764896
"CG9590",515.301482032592,487.833941271502,487.376605897822,529.377653044295,510.890227172537,489.55048055473
"CG9592",203.02685033179,194.740162039833,167.220594092529,221.376109454887,160.509573287923,180.360703362269
"CG9593",8.7011507285053,6.88475320342846,5.88213145049095,3.20834941238967,4.89358455146108,5.60126407957357
"CG9609",107.314192318232,85.5676469568965,108.399279587619,109.083880021249,102.765275580683,99.7025006164096
"CG9616",324.842960530865,400.299221970769,234.444953526711,178.598117289691,220.211304815749,176.999944914525
"CG9624",793.738305344762,817.31855886415,878.958499601934,827.754148396534,668.463649729583,756.170650742432
"CG9626",0,1.9670723438367,0,0,0,0
"CG9628",0.966794525389478,1.9670723438367,3.36121797170912,0,3.91486764116886,1.12025281591471
"CG9630",83.1443291834951,85.5676469568965,69.7452729129641,128.333976495587,123.318330696819,127.708821014277
"CG9631",111.18137041979,150.481034303508,47.0570516039276,89.8337835469106,100.807841760098,86.259466825433
"CG9632",57.0408769979792,53.1109532835909,70.5855774058914,42.7779921651955,59.7017315278252,66.0949161389681
"CG9636",4.83397262694739,0,0,8.55559843303911,7.82973528233773,5.60126407957357
"CG9641",48.3397262694739,59.012170315101,69.7452729129641,43.8474419693254,36.212525680812,66.0949161389681
"CG9643",0,0,0,0,0,0
"CG9646",195.292494128675,159.332859850773,121.003846981528,223.515009063147,230.977190828963,243.094861053493
"CG9649",121.816110199074,134.744455552814,60.5019234907641,42.7779921651955,81.2335035542539,61.6139048753093
"CG9662",0,0,0,0,0,0
"CG9663",256.200549228212,238.015753604241,237.80617149842,331.529439280265,399.316499399224,272.221434267276
"CG9664",0,0,0,4.27779921651955,0,0
"CG9667",0,0.983536171918351,0,0,0,0
"CG9672",89.9118908612215,89.5017916445699,35.2927887029457,58.8197392271439,135.062933620326,17.9240450546354
"CG9673",0,0,0,0,0,0
"CG9674",11.6015343046737,1.9670723438367,5.04182695756367,2.13889960825978,3.91486764116886,1.12025281591471
"CG9676",4.83397262694739,0.983536171918351,0.840304492927279,0,0,0
"CG9682",3.86717810155791,9.83536171918351,14.2851763797637,2.13889960825978,6.85101837204551,6.72151689548829
"CG9686",1677.38850155074,1500.8761983474,1407.51002565319,1684.38344150457,2041.60347486956,1884.26523636855
"CG9689",52.2069043710318,108.188978911019,73.1064908846733,64.1669882477933,72.425051361624,50.4113767161621
"CG9691",0,0,0,0,0,0
"CG9692",0,0,0,0,0,0
"CG9698",1.93358905077896,0,1.68060898585456,1.06944980412989,1.95743382058443,8.96202252731772
"CG9701",775.369209362362,787.812473706599,599.977407950077,802.087353097416,1526.79838005586,827.866830960974
"CG9702",0.966794525389478,0,0,14.9722972578184,3.91486764116886,22.4050563182943
"CG9705",0,0,0,0,0,0
"CG9706",0,0,0,0,0,0
"CG9717",128.583671876801,126.876166177467,74.7870998705278,38.500192948676,88.0845219262994,116.50629285513
"CG9727",98.6130415897268,102.287761879508,141.171154811783,176.459217681432,136.041650530618,155.715141412145
"CG9733",0,0,0,0,0,0
"CG9737",132.450849978359,189.822481180242,183.186379458147,134.750675320366,271.104584150944,180.360703362269
"CG9743",283.270795939117,258.670013214526,239.486780484274,353.987885166993,377.784727372795,287.904973690082
"CG9747",2.90038357616843,3.9341446876734,5.88213145049095,0,0,1.12025281591471
"CG9752",43.5057536425265,61.9627788308561,30.250961745382,55.6113898147542,66.5527498998707,80.6582027458594
"CG9757",0,0,0,0,0,0
"CG9759",0,1.9670723438367,0,0,0,0
"CG9760",0,0,0,0,0,0
"CG9775",9.66794525389478,8.85182554726516,11.7642629009819,25.6667952991173,29.3615073087665,11.2025281591471
"CG9776",191.425316027117,185.888336492568,200.83277380962,231.001157692056,238.806926111301,259.898653292214
"CG9777",514.334687507202,420.953481581054,412.589506027294,187.15371572273,192.807231327567,200.525254048734
"CG9782",1232.66301987158,1822.4925265647,1892.36571807223,1463.00733204969,2787.38576051223,1346.54388472949
"CG9784",35.7713974394107,33.4402298452239,30.250961745382,40.6390925569358,33.2763749499353,32.4873316615267
"CG9795",26.1034521855159,45.2426639082441,34.4524842100184,45.9863415775852,45.9996947837341,36.9683429251856
"CG9799",159.521096689264,165.234076882283,184.866988444001,223.515009063147,192.807231327567,206.126518128307
"CG9801",19.3358905077896,15.7365787506936,31.0912662383093,9.625048237169,7.82973528233773,29.1265732137826
"CG9806",2.90038357616843,1.9670723438367,3.36121797170912,1.06944980412989,0,0
"CG9812",44.472548167916,59.9957064870194,58.8213145049095,80.2087353097416,104.722709401267,78.41769711403
"CG9813",0.966794525389478,0,6.72243594341823,4.27779921651955,4.89358455146108,3.36075844774414
"CG9815",14.5019178808422,19.670723438367,22.6882213090365,16.0417470619483,23.4892058470132,16.8037922387207
"CG9822",5.80076715233687,5.9012170315101,5.88213145049095,24.5973454949874,25.4466396675976,17.9240450546354
"CG9825",11.6015343046737,15.7365787506936,0.840304492927279,0,0,0
"CG9826",0.966794525389478,1.9670723438367,0,3.20834941238967,0,0
"CG9837",26.1034521855159,15.7365787506936,15.125480872691,26.7362451032472,16.6381874749677,10.0822753432324
"CG9839",0,2.95060851575505,0,0,0,1.12025281591471
"CG9849",0.966794525389478,0,1.68060898585456,6.41669882477933,2.93615073087665,3.36075844774414
"CG9853",37.7049864901896,10.8188978911019,22.6882213090365,7.48614862890922,8.80845219262994,17.9240450546354
"CG9855",0,0,0,0,0,0
"CG9861",2560.07190323134,2416.54837440339,2901.57141407789,2612.66587148932,2133.60286443703,2296.51827262516
"CG9863",210.761206534906,220.312102509711,192.429728880347,180.737016897951,168.339308570261,198.284748416904
"CG9864",0,0,0,0,0.978716910292216,1.12025281591471
"CG9875",0,0,0,0,0,0
"CG9876",40.6053700663581,62.9463150027745,68.9049684200369,39.5696427528059,65.5740329895785,60.4936520593946
"CG9877",1.93358905077896,1.9670723438367,0.840304492927279,1.06944980412989,1.95743382058443,0
"CG9886",5.80076715233687,10.8188978911019,7.56274043634551,5.34724902064944,6.85101837204551,6.72151689548829
"CG9890",116.015343046737,116.057268286365,132.76810988251,122.986727474937,147.786253454125,136.670843541595
"CG9896",347.079234614823,397.348613455014,375.616108338494,528.308203240165,481.52871986377,497.392250266133
"CG9897",0,0,0,0,0,0
"CG9899",146.952767859201,165.234076882283,126.045673939092,163.625820031873,132.126782889449,122.107556934704
"CG9902",10.6347397792843,21.6377957822037,15.125480872691,10.6944980412989,11.7446029235066,10.0822753432324
"CG9903",13.5351233554527,17.7036510945303,1.68060898585456,23.5278956908575,22.510488936721,6.72151689548829
"CG9915",0,0,0.840304492927279,3.20834941238967,4.89358455146108,1.12025281591471
"CG9917",0,0,0,0,0,0
"CG9919",0,0,0,0,0,0
"CG9920",7511.99346227625,7471.92429806371,7981.21207382329,6492.62976087255,5562.04820119066,5951.90321095488
"CG9921",2.90038357616843,3.9341446876734,7.56274043634551,1.06944980412989,5.8723014617533,5.60126407957357
"CG9922",113.114959470569,128.843238521304,181.505770472292,119.778378062548,90.0419557468839,137.79109635751
"CG9926",0,0.983536171918351,4.20152246463639,0,0,0
"CG9928",0,0,0,0,0,0
"CG9932",0,0,0,0,0,0
"CG9933",494.032002474023,473.080898692727,458.806253138294,474.835713033671,499.14562424903,435.778345390824
"CG9945",0,0.983536171918351,0.840304492927279,2.13889960825978,0.978716910292216,1.12025281591471
"CG9948",0.966794525389478,2.95060851575505,0.840304492927279,2.13889960825978,6.85101837204551,1.12025281591471
"CG9951",208.827617484127,285.225489856322,218.479168161093,244.904005145744,266.210999599483,228.531574446602
"CG9953",2188.82280548178,2280.82038267866,1622.62797584258,2455.45675028222,2851.00235968122,2359.25243031639
"CG9961",0,0,0,0,0,0
"CG9962",98.6130415897268,79.6664299253864,71.4258818988187,65.2364380519232,38.1699595013964,70.575927402627
"CG9967",0,0,0,0,0,0
"CG9970",1273.26838993794,1300.23481927606,1313.39592244534,950.740875871471,793.739414246987,840.189611936036
"CG9981",0,1.9670723438367,0,0,0,0
"CG9986",149.853151435369,154.415178991181,168.060898585456,120.847827866677,144.850102723248,143.392360437083
"CG9988",48.3397262694739,64.9133873466112,34.4524842100184,50.2641407941048,48.9358455146108,23.525309134209
"CG9992",5.80076715233687,0,8.40304492927279,13.9028474536886,2.93615073087665,6.72151689548829
"CG9993",7.73435620311583,0.983536171918351,0,22.4584458867277,6.85101837204551,49.2911239002474
"CG9997",0,0.983536171918351,0,17.1111968660782,7.82973528233773,40.3291013729297
"CHES-1-like",52.2069043710318,33.4402298452239,36.9733976888003,60.9586388354037,33.2763749499353,49.2911239002474
"CHKov1",484.364057220129,511.438809397542,486.536301404894,566.808396188841,622.463954945849,658.708655757852
"CHKov2",183.690959824001,245.884042979588,229.403126569147,284.47364789855,288.721488536204,368.563176435941
"CHMP2B",332.57731673398,298.994996263179,244.528607441838,322.973840847226,266.210999599483,312.550535640205
"CHOp24",0,0,0,0,0,0
"CIA30",624.549263401603,681.590567139417,513.426045178567,701.559071509207,663.570065178122,657.588402941937
"CIAPIN1",368.348714173391,372.760209157055,385.699762253621,401.043676548708,467.826683119679,444.740367918142
"CLIP-190",362.547947021054,427.838234784483,407.54767906973,537.933251477334,662.59134826783,622.860565648581
"CLS",0,0,0,0,0,0
"CNBP",29.9706302870738,40.3249830486524,50.4182695756367,45.9863415775852,34.2550918602276,40.3291013729297
"CNMa",0.966794525389478,0,0,0,0,0
"CNMaR",67.6756167772635,59.9957064870194,59.6616189978368,73.7920364849623,53.8294300660719,62.734157691224
"CNPYb",211.728001060296,208.50966844669,178.98485699351,197.848213764029,224.126172456917,233.012585710261
"CNT1",822.742141106446,711.096652296968,909.209461347316,584.989042859049,591.145013816498,609.417531857605
"CNT2",0,0,0,0,0,0
"COX1",632953.608210814,624769.71541535,541061.139037467,557600.433375283,555615.63253907,601974.572148667
"COX2",157929.752900473,152526.789541098,126355.746296982,224082.88690914,216855.284530357,159306.671939968
"COX3",368589.446010213,387708.975434042,326770.048469124,354275.567164304,334401.142890272,371919.453872422
"COX4",23.2030686093475,29.5060851575505,28.5703527595275,21.3889960825978,16.6381874749677,47.050618268418
"COX4L",0,0,0,0,0,0
"COX5A",1.93358905077896,0.983536171918351,0,0,0.978716910292216,0
"COX5B",8.7011507285053,16.720114922612,15.9657853656183,29.9445945156369,19.5743382058443,19.0442978705501
"COX5BL",0,0,0,0,0,0
"COX6AL",576.209537132129,540.944894555093,555.441269824931,406.390925569358,377.784727372795,445.860620734056
"COX6AL2",11.6015343046737,16.720114922612,26.0494392807456,17.1111968660782,3.91486764116886,15.683539422806
"COX6B",13.5351233554527,8.85182554726516,21.8479168161093,18.1806466702081,24.4679227573054,24.6455619501237
"COX6CL",0,0,0,0,0,0
"COX7A",8.7011507285053,9.83536171918351,4.20152246463639,7.48614862890922,5.8723014617533,13.4430337909766
"COX7AL",883.650196205983,947.145333557372,915.931897290734,918.657381747574,790.80326351611,858.113656990671
"COX7AL2",0,0,0,0,1.95743382058443,0
"COX7B",6677.64978686513,7462.08893634453,5879.61053701217,5490.55529440285,4940.56296315511,6712.55487296097
"COX7C",0,1.9670723438367,0,1.06944980412989,0,0
"COX7CL",496.932386050192,657.002162841458,559.642792289568,264.154101620082,274.04073488182,356.240395460879
"COX8",0,0,0,0,0.978716910292216,0
"CPT2",343.212056513265,354.073021890606,315.11418484773,407.460375373488,436.507741990328,420.094805968018
"CRAT",6.76756167772635,4.91768085959175,5.04182695756367,12.8333976495587,9.78716910292216,23.525309134209
"CREG",0,0,0,0,0,0
"CRIF",318.075398853138,414.068728377626,311.75296687602,543.280500497983,572.549392520946,505.234019977536
"CRMP",0,0,0,0,0,0
"CROT",2.90038357616843,3.9341446876734,4.20152246463639,1.06944980412989,0,4.48101126365886
"CSN1a",582.010304284466,540.944894555093,627.707456216677,567.877845992971,448.252344913835,514.196042504854
"CSN1b",468.895344813897,477.0150433804,499.981173291731,563.600046776451,514.805094813706,487.309974922901
"CSN3",407.02049518897,484.883332755747,464.688384588785,436.335520084995,455.10336328588,396.569496833809
"CSN4",10.6347397792843,1.9670723438367,8.40304492927279,1.06944980412989,2.93615073087665,5.60126407957357
"CSN5",0,0,0,0,0,0
"CSN6",387.684604681181,353.089485718688,376.456412831421,421.363222827176,461.954381657926,394.32899120198
"CSN7",622.615674350824,596.022920182521,584.851927077386,548.627749518633,674.335951191337,700.158009946697
"CSN8",210.761206534906,267.521838761791,185.707292936929,224.584458867277,275.019451792113,238.613849789834
"CTCF",111.18137041979,145.563353443916,168.060898585456,157.209121207094,176.169043852599,194.92398996916
"CYLD",0,0,0,0,0,0
"CYTB",310760.631474042,207832.012024239,188988.68198181,238438.111629975,268211.49696412,233667.933607571
"Ca-Ma2d",555.90685209895,517.340026429053,564.684619247131,691.934023272038,599.953466009128,662.069414205596
"Ca-alpha1D",19.3358905077896,18.6871872664487,22.6882213090365,14.9722972578184,14.6807536543832,20.1645506864649
"Ca-alpha1T",319.042193378528,240.966362119996,377.296717324348,451.307817342813,359.189106077243,368.563176435941
"Ca-beta",424.422796645981,394.398004939259,443.680772265603,549.697199322763,418.890837605068,510.83528405711
"CaBP1",0,0,0,0,0,0
"CaMKI",8.7011507285053,5.9012170315101,22.6882213090365,11.7639478454288,14.6807536543832,8.96202252731772
"CaMKII",52.2069043710318,48.1932724239992,45.3764426180731,37.4307431445461,49.914562424903,57.1328936116504
"Cad74A",0,0,0,0,1.95743382058443,0
"Cad86C",0,0,0,0,0,0
"Cad87A",410.887673290528,490.784549787257,603.338625921786,493.016359703879,658.676480626661,567.96817766876
"Cad88C",48.3397262694739,38.3579107048157,45.3764426180731,3.20834941238967,10.7658860132144,7.841769711403
"Cad89D",19.3358905077896,13.7695064068569,31.9315707312366,12.8333976495587,16.6381874749677,11.2025281591471
"Cad96Ca",537.53775611655,564.549762681133,614.262584329841,405.321475765228,542.209168301888,410.012530624785
"Cad96Cb",0,0,0,0,0,0
"Cad99C",0,2.95060851575505,0,6.41669882477933,4.89358455146108,2.24050563182943
"CadN",0.966794525389478,0,0,0,0,0
"CadN2",4.83397262694739,3.9341446876734,2.52091347878184,0,5.8723014617533,4.48101126365886
"Cadps",0,0,0.840304492927279,0,0,2.24050563182943
"Caf1-105",185.62454887478,196.70723438367,203.353687288401,213.889960825978,158.552139467339,219.569551919284
"Caf1-180",49.3065207948634,56.061561799346,52.0988785614913,86.625434134521,95.9142572086372,60.4936520593946
"Caf1-55",0,0,0,0,0,0
"CalpA",45.4393426933055,74.7487490657947,52.9391830544186,84.4865345262612,82.2122204645461,94.101236536836
"CalpB",52.2069043710318,51.1438809397542,70.5855774058914,72.7225866808324,48.9358455146108,89.6202252731772
"CalpC",214.628384636464,323.583400561137,291.585659045766,322.973840847226,367.018841359581,312.550535640205
"Calr",1.93358905077896,3.9341446876734,0,1.06944980412989,0,1.12025281591471
"Cals",21.2694795585685,15.7365787506936,21.007612323182,18.1806466702081,18.5956212955521,19.0442978705501
"Calx",82.1775346581056,45.2426639082441,85.7110582785824,49.1946909899749,45.0209778734419,77.2974442981153
"Cam",2058.3055445542,1586.4438453043,1998.24408418107,2947.40366018197,2303.89960682788,1945.87914124386
"Camp",3.86717810155791,13.7695064068569,5.04182695756367,1.06944980412989,7.82973528233773,8.96202252731772
"Camta",210.761206534906,219.328566337792,273.098960201366,265.223551424212,279.913036343574,306.949271560632
"CanA-14F",178.856987197053,191.789553524078,180.665465979365,241.695655733355,195.743382058443,172.518933650866
"CanA1",20.302685033179,3.9341446876734,9.24334942220007,36.3612933404162,7.82973528233773,38.0885957411003
"CanB",10.6347397792843,7.86828937534681,6.72243594341823,4.27779921651955,7.82973528233773,8.96202252731772
"CanB2",437.957920001434,346.20473251526,390.741589211185,386.07137929089,503.060491890199,432.41758694308
"Cand1",0,0,0,0,0,0
"Cap-D2",29.0038357616843,48.1932724239992,26.8897437736729,31.0140443197668,50.8932793351952,38.0885957411003
"Cap-D3",0,0,0,0,0,0
"Cap-G",2.90038357616843,6.88475320342846,6.72243594341823,28.875144711507,23.4892058470132,32.4873316615267
"Cap-H2",0,0,2.52091347878184,0,0,0
"Capa",98.6130415897268,100.320689535672,102.517148137128,81.2781851138715,91.0206726571761,120.987304118789
"CapaR",0,0,0,0,0,0
"Caper",11.6015343046737,5.9012170315101,10.9239584080546,10.6944980412989,12.7233198337988,8.96202252731772
"Capr",6.76756167772635,2.95060851575505,7.56274043634551,0,3.91486764116886,5.60126407957357
"CarT",19.3358905077896,3.9341446876734,3.36121797170912,14.9722972578184,10.7658860132144,7.841769711403
"Cat",6844.90523975751,7120.80188468886,6045.99082661177,11591.7664269639,13500.4210605708,11409.7749300914
"CatB",0,0,0,0,0,0
"Catsup",748.298962651456,687.491784170927,710.057296523551,798.879003685027,898.462123648254,803.22126901085
"Cbl",293.905535718401,249.818187667261,264.695915272093,242.765105537485,247.615378303931,246.455619501237
"Cbp20",280.370412362949,313.748038841954,262.175001793311,205.334362392939,297.529940728834,266.620170187702
"Cbp53E",1590.37699426569,1266.79458943084,1627.66980280014,1631.98040110221,1317.35296125332,1740.87287593147
"Cbp80",2.90038357616843,9.83536171918351,5.04182695756367,11.7639478454288,3.91486764116886,5.60126407957357
"Cbs",11.6015343046737,4.91768085959175,13.4448718868365,4.27779921651955,17.6169043852599,16.8037922387207
"Cby",15.4687124062317,10.8188978911019,21.8479168161093,7.48614862890922,3.91486764116886,20.1645506864649
"Cc2d2a",137.284822605306,127.859702349386,115.962020023964,84.4865345262612,68.5101837204551,72.8164330344564
"Ccdc114",11.6015343046737,5.9012170315101,13.4448718868365,37.4307431445461,19.5743382058443,30.2468260296973
"Ccdc39",1021.90181333668,971.733737855331,1183.14872604161,845.934795066742,787.867112785234,766.252926085665
"Ccdc56",0,0,0,0,0,0
"Ccdc58",0,0.983536171918351,2.52091347878184,0,1.95743382058443,0
"Ccdc85",106.347397792843,133.760919380896,153.775722205692,187.15371572273,177.147760762891,161.316405491719
"Cchl",7.73435620311583,6.88475320342846,3.36121797170912,6.41669882477933,0,10.0822753432324
"Ccm3",514.334687507202,491.768085959175,466.36899357464,607.447488745777,718.378212154487,659.828908573767
"Ccn",257.167343753601,189.822481180242,270.578046722584,268.431900836602,231.955907739255,341.677108853988
"Ccp84Aa",10.6347397792843,18.6871872664487,18.4866988444001,11.7639478454288,28.3827903984743,14.5632866068913
"Ccp84Ab",42.538959117137,62.9463150027745,68.0646639271096,48.125241185845,87.1058050160072,44.8101126365886
"Ccp84Ac",14.5019178808422,12.7859702349386,8.40304492927279,4.27779921651955,14.6807536543832,6.72151689548829
"Ccp84Ad",45.4393426933055,85.5676469568965,72.266186391746,52.4030404023645,47.9571286043186,36.9683429251856
"Ccp84Ae",1388.31693845929,1491.04083662822,2252.85634553803,9528.79775479731,1904.58310742865,7198.74459506795
"Ccp84Af",5.80076715233687,14.7530425787753,13.4448718868365,29.9445945156369,13.702036744091,33.6075844774414
"Ccp84Ag",1619.38083002738,2252.29783369302,2546.96291806258,5253.13743788601,2594.57852918466,5144.20093068037
"Ccs",0,0,1.68060898585456,0,0.978716910292216,1.12025281591471
"Ccz1",219.462357263412,265.554766417955,198.311860330838,238.487306320965,262.296131958314,249.816377948981
"CdGAPr",1.93358905077896,7.86828937534681,1.68060898585456,3.20834941238967,7.82973528233773,7.841769711403
"Cda4",598.445811216087,540.944894555093,576.448882148113,219.237209846627,579.400410892992,300.227754665143
"Cda5",95.7126580135583,66.8804596904479,209.235818738892,72.7225866808324,93.9568233880527,56.0126407957357
"Cda9",0,0.983536171918351,1.68060898585456,0,3.91486764116886,2.24050563182943
"Cdc14",93.7790689627794,79.6664299253864,101.676843644201,116.570028650158,91.0206726571761,144.512613252998
"Cdc16",164.355069316211,180.970655632977,188.22820641571,142.236823949275,124.297047607111,146.753118884828
"Cdc23",0.966794525389478,0.983536171918351,1.68060898585456,0,0.978716910292216,0
"Cdc27",14.5019178808422,24.5884042979588,6.72243594341823,13.9028474536886,21.5317720264288,10.0822753432324
"Cdc2rk",145.985973333811,150.481034303508,142.851763797637,159.348020815353,168.339308570261,155.715141412145
"Cdc37",862.380716647415,818.302095036068,907.528852361461,1020.25511313991,1030.5889065377,964.537674502569
"Cdc42",0,0,0,0,0,0
"Cdc45",161.454685740043,141.629208756243,113.441106545183,208.542711805328,181.06262840406,187.082220257757
"Cdc5",1.93358905077896,0,0,2.13889960825978,0,0
"Cdc50",152.753535011538,168.184685398038,140.330850318856,168.973069052522,189.87108059669,202.765759680563
"Cdc6",37.7049864901896,26.5554766417955,26.0494392807456,19.250096474338,30.3402242190587,30.2468260296973
"Cdc7",1.93358905077896,0,0.840304492927279,0,2.93615073087665,1.12025281591471
"Cdep",774.402414836972,721.91555018807,840.304492927279,699.420171900947,678.250818832506,616.139048753093
"Cdk1",170.155836468548,121.958485317875,153.775722205692,96.25048237169,135.062933620326,118.74679848696
"Cdk12",55.1072879472003,73.7652128938763,76.4677088563824,110.153329825379,49.914562424903,77.2974442981153
"Cdk2",0,0,0,0,0,0
"Cdk4",21.2694795585685,19.670723438367,15.9657853656183,24.5973454949874,24.4679227573054,39.208848557015
