"","CSF1","CSF2","CSF3","WTF1","WTF2","WTF3","CSM1","CSM2","CSM3","WTM1","WTM2","WTM3"
"snoRNA:Psi18S-1397",5.98330148403598,0,0,0.954972210868833,0,0,0,0,0,0,0.978716910292216,0
"snoRNA:Psi18S-176",0.997216914005997,0,0,0,0,0,0,0,0.840304492927279,0,0,0
"snoRNA:Psi18S-1820",0.997216914005997,0,0,0.954972210868833,1.02568284895375,0,0,0,0,0,0.978716910292216,1.12025281591471
"snoRNA:Psi18S-1854a",0,0,0,1.90994442173767,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-1854b",0,0.923970219736966,0,0,0,0,0,0,1.68060898585456,0,0.978716910292216,0
"snoRNA:Psi18S-1854c",1.99443382801199,0,1.030937121429,0,2.05136569790749,0,0,0.983536171918351,1.68060898585456,3.20834941238967,0.978716910292216,0
"snoRNA:Psi18S-301",0.997216914005997,0,0,1.90994442173767,2.05136569790749,3.0195471282709,0,1.9670723438367,0,1.06944980412989,0,2.24050563182943
"snoRNA:Psi18S-525a",0,0,3.09281136428701,0.954972210868833,0,0,0,0,0,0,0.978716910292216,0
"snoRNA:Psi18S-525b",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-525c",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-525d",0,0,0,0,0,1.00651570942363,0.966794525389478,0,0,2.13889960825978,0,0
"snoRNA:Psi18S-525e",2.99165074201799,2.7719106592109,0,0,1.02568284895375,0,0,0,0.840304492927279,0,0,0
"snoRNA:Psi18S-525f",0,0,0,1.90994442173767,0,1.00651570942363,0,0,0,4.27779921651955,0,0
"snoRNA:Psi18S-525g",0.997216914005997,2.7719106592109,0,1.90994442173767,1.02568284895375,0,1.93358905077896,0,0,2.13889960825978,0,0
"snoRNA:Psi18S-525h",1.99443382801199,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-525i",0,0,0,0,0,1.00651570942363,0,0,0.840304492927279,0,1.95743382058443,0
"snoRNA:Psi18S-525j",0.997216914005997,3.69588087894787,5.15468560714502,0,0,1.00651570942363,0,0,2.52091347878184,0,4.89358455146108,0
"snoRNA:Psi18S-525k",2.99165074201799,0,0,0,0,2.01303141884727,2.90038357616843,3.9341446876734,2.52091347878184,0,0,0
"snoRNA:Psi18S-531",50.8580626143058,32.3389576907938,35.0518621285862,51.568499386917,40.0016311091961,60.390942565418,41.5721645917476,37.3743745328973,18.4866988444001,27.8056949073771,74.3824851822084,47.050618268418
"snoRNA:Psi18S-640a",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-640b",0,0,0,0,0,0,0.966794525389478,0,0,0,0,0
"snoRNA:Psi18S-640c",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-640d",0,0,0,0,0,1.00651570942363,0,0,1.68060898585456,0,0,0
"snoRNA:Psi18S-640e",0,0.923970219736966,0,0,0,0,0,0,0.840304492927279,0,0.978716910292216,0
"snoRNA:Psi18S-640f",0,0.923970219736966,0,0,0,0,0,0,0.840304492927279,0,0,0
"snoRNA:Psi18S-640g",0,0,2.06187424285801,0,1.02568284895375,2.01303141884727,0,0,0,1.06944980412989,0,0
"snoRNA:Psi18S-841a",3.98886765602399,3.69588087894787,0,0.954972210868833,0,2.01303141884727,2.90038357616843,0,1.68060898585456,0,0,0
"snoRNA:Psi18S-841b",0,0,0,0,2.05136569790749,0,0,0,0,0,0,0
"snoRNA:Psi18S-841c",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-841d",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-920",15.9554706240959,22.1752852736872,8.24749697143204,14.3245831630325,15.3852427343062,11.07167280366,7.73435620311583,15.7365787506936,16.8060898585456,16.0417470619483,15.6594705646755,12.3227809750619
"snoRNA:Psi18S-996",0,0,0,0.954972210868833,0,0,0,0,0,0,0.978716910292216,1.12025281591471
"snoRNA:Psi28S-1060",0,3.69588087894787,1.030937121429,0,0,0,3.86717810155791,0.983536171918351,0,1.06944980412989,0,1.12025281591471
"snoRNA:Psi28S-1135a",4.98608457002998,0,0,0,0,0,0,0,0,1.06944980412989,0.978716910292216,0
"snoRNA:Psi28S-1135b",0,0.923970219736966,0,0,0,0,0.966794525389478,0,0,0,0.978716910292216,0
"snoRNA:Psi28S-1135c",0,0,0,0,2.05136569790749,0,0,0,0.840304492927279,0,0,0
"snoRNA:Psi28S-1135d",0,0,0,0.954972210868833,0,3.0195471282709,1.93358905077896,0,0,1.06944980412989,0,0
"snoRNA:Psi28S-1135e",2.99165074201799,0,1.030937121429,0,1.02568284895375,0,3.86717810155791,0.983536171918351,0,0,0,1.12025281591471
"snoRNA:Psi28S-1135f",2.99165074201799,0,0,0,4.10273139581499,0,2.90038357616843,0,0,0,0,0
"snoRNA:Psi28S-1153",4.98608457002998,0,8.24749697143204,1.90994442173767,1.02568284895375,0,9.66794525389478,4.91768085959175,6.72243594341823,2.13889960825978,8.80845219262994,0
"snoRNA:Psi28S-1175a",3.98886765602399,0.923970219736966,0,1.90994442173767,4.10273139581499,2.01303141884727,0,0.983536171918351,0,0,0,0
"snoRNA:Psi28S-1175b",1.99443382801199,3.69588087894787,3.09281136428701,4.77486105434416,6.15409709372248,0,0.966794525389478,5.9012170315101,2.52091347878184,3.20834941238967,0,6.72151689548829
"snoRNA:Psi28S-1175c",0.997216914005997,4.61985109868483,7.21655985000303,9.54972210868833,3.07704854686124,0,0,5.9012170315101,0.840304492927279,1.06944980412989,3.91486764116886,0
"snoRNA:Psi28S-1180",0,0,0,0,0,1.00651570942363,0,0,0,0,0,0
"snoRNA:Psi28S-1192a",3.98886765602399,3.69588087894787,0,0.954972210868833,4.10273139581499,2.01303141884727,4.83397262694739,3.9341446876734,8.40304492927279,4.27779921651955,12.7233198337988,2.24050563182943
"snoRNA:Psi28S-1192b",3.98886765602399,1.84794043947393,3.09281136428701,3.81988884347533,1.02568284895375,3.0195471282709,0.966794525389478,8.85182554726516,0,4.27779921651955,0,1.12025281591471
"snoRNA:Psi28S-1192c",2.99165074201799,0.923970219736966,2.06187424285801,1.90994442173767,3.07704854686124,6.0390942565418,1.93358905077896,3.9341446876734,3.36121797170912,1.06944980412989,3.91486764116886,5.60126407957357
"snoRNA:Psi28S-1192d",5.98330148403598,5.5438213184218,6.18562272857403,6.68480547608183,12.308194187445,15.0977356413545,6.76756167772635,0,4.20152246463639,1.06944980412989,1.95743382058443,4.48101126365886
"snoRNA:Psi28S-1232",14.95825371009,14.7835235157915,14.4331197000061,12.4146387412948,6.15409709372248,15.0977356413545,0,1.9670723438367,1.68060898585456,0,3.91486764116886,0
"snoRNA:Psi28S-1837a",0,0,0,0.954972210868833,3.07704854686124,0,0,0.983536171918351,0,1.06944980412989,0,0
"snoRNA:Psi28S-1837b",0,0,3.09281136428701,2.8649166326065,0,0,0,0.983536171918351,0,1.06944980412989,0.978716910292216,0
"snoRNA:Psi28S-1837c",0.997216914005997,0.923970219736966,0,0.954972210868833,2.05136569790749,5.03257854711817,0,0.983536171918351,0,4.27779921651955,0,5.60126407957357
"snoRNA:Psi28S-2149",4.98608457002998,0,4.12374848571602,4.77486105434416,0,1.00651570942363,3.86717810155791,0.983536171918351,1.68060898585456,0,5.8723014617533,2.24050563182943
"snoRNA:Psi28S-2179",4.98608457002998,6.46779153815877,10.30937121429,21.0093886391143,9.23114564058372,5.03257854711817,15.4687124062317,0.983536171918351,10.0836539151273,11.7639478454288,8.80845219262994,13.4430337909766
"snoRNA:Psi28S-2442a",4.98608457002998,8.3157319776327,10.30937121429,0.954972210868833,5.12841424476873,12.0781885130836,6.76756167772635,0,5.04182695756367,10.6944980412989,5.8723014617533,2.24050563182943
"snoRNA:Psi28S-2442b",3.98886765602399,1.84794043947393,4.12374848571602,4.77486105434416,5.12841424476873,5.03257854711817,2.90038357616843,6.88475320342846,5.04182695756367,4.27779921651955,7.82973528233773,0
"snoRNA:Psi28S-2444",0,0,0,0,3.07704854686124,2.01303141884727,0,1.9670723438367,0,1.06944980412989,0,0
"snoRNA:Psi28S-2562",0.997216914005997,0,1.030937121429,0.954972210868833,0,0,4.83397262694739,0,0,2.13889960825978,0,2.24050563182943
"snoRNA:Psi28S-2566",14.95825371009,5.5438213184218,4.12374848571602,9.54972210868833,2.05136569790749,0,2.90038357616843,2.95060851575505,5.04182695756367,16.0417470619483,4.89358455146108,3.36075844774414
"snoRNA:Psi28S-2622",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi28S-2626",0.997216914005997,1.84794043947393,2.06187424285801,0.954972210868833,0,0,1.93358905077896,0.983536171918351,4.20152246463639,0,0.978716910292216,1.12025281591471
"snoRNA:Psi28S-2648",3.98886765602399,8.3157319776327,3.09281136428701,2.8649166326065,8.20546279162997,1.00651570942363,1.93358905077896,0.983536171918351,0.840304492927279,7.48614862890922,5.8723014617533,4.48101126365886
"snoRNA:Psi28S-2876",1.99443382801199,0.923970219736966,0,0,0,0,0.966794525389478,0,0,0,0.978716910292216,3.36075844774414
"snoRNA:Psi28S-291",21.9387721081319,5.5438213184218,11.3403083357191,13.3696109521637,12.308194187445,3.0195471282709,8.7011507285053,15.7365787506936,1.68060898585456,8.55559843303911,10.7658860132144,11.2025281591471
"snoRNA:Psi28S-2949",0,0.923970219736966,0,1.90994442173767,0,0,1.93358905077896,2.95060851575505,0,1.06944980412989,3.91486764116886,0
"snoRNA:Psi28S-2996",18.9471213661139,11.0876426368436,7.21655985000303,21.0093886391143,14.3595598853525,27.1759241544381,10.6347397792843,1.9670723438367,5.04182695756367,18.1806466702081,6.85101837204551,5.60126407957357
"snoRNA:Psi28S-3091a",5.98330148403598,3.69588087894787,17.5259310642931,11.459666530426,4.10273139581499,8.05212567538907,11.6015343046737,3.9341446876734,10.0836539151273,10.6944980412989,12.7233198337988,14.5632866068913
"snoRNA:Psi28S-3091b",3.98886765602399,12.9355830763175,8.24749697143204,2.8649166326065,8.20546279162997,2.01303141884727,3.86717810155791,11.8024340630202,10.0836539151273,4.27779921651955,6.85101837204551,7.841769711403
"snoRNA:Psi28S-3186",15.9554706240959,27.719106592109,8.24749697143204,14.3245831630325,17.4366084322137,20.1303141884727,14.5019178808422,6.88475320342846,5.04182695756367,19.250096474338,12.7233198337988,8.96202252731772
"snoRNA:Psi28S-3305a",0,0,0,0,0,0,0,0,1.68060898585456,0,0,0
"snoRNA:Psi28S-3305b",1.99443382801199,0,0,0,0,4.02606283769454,0,0.983536171918351,0,0,0,0
"snoRNA:Psi28S-3305c",2.99165074201799,0.923970219736966,0,2.8649166326065,2.05136569790749,0,2.90038357616843,0,2.52091347878184,2.13889960825978,4.89358455146108,7.841769711403
"snoRNA:Psi28S-3308",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi28S-3316a",4.98608457002998,2.7719106592109,0,0,0,0,0,0.983536171918351,0,0,0,0
"snoRNA:Psi28S-3316b",0.997216914005997,0.923970219736966,0,0.954972210868833,2.05136569790749,0,0,1.9670723438367,0,0,1.95743382058443,0
"snoRNA:Psi28S-3316c",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:Psi28S-3316d",0,0,0,0,1.02568284895375,0,0.966794525389478,0,0,0,0,0
"snoRNA:Psi28S-3316e",0,0.923970219736966,1.030937121429,0,0,0,0,0,0,0,0,0
"snoRNA:Psi28S-3327a",3.98886765602399,0,3.09281136428701,0,0,6.0390942565418,1.93358905077896,2.95060851575505,0,1.06944980412989,0.978716910292216,2.24050563182943
"snoRNA:Psi28S-3327b",4.98608457002998,2.7719106592109,1.030937121429,3.81988884347533,0,3.0195471282709,0.966794525389478,2.95060851575505,0.840304492927279,0,6.85101837204551,2.24050563182943
"snoRNA:Psi28S-3327c",0,0,0,4.77486105434416,0,3.0195471282709,0,1.9670723438367,0,2.13889960825978,5.8723014617533,3.36075844774414
"snoRNA:Psi28S-3342",0,0,1.030937121429,0,0,0,0.966794525389478,0,1.68060898585456,0,0,0
"snoRNA:Psi28S-3378",0,0,0,0,0,0,0,0,0,1.06944980412989,0,0
"snoRNA:Psi28S-3385a",3.98886765602399,10.1636724171066,9.27843409286104,11.459666530426,6.15409709372248,11.07167280366,8.7011507285053,5.9012170315101,3.36121797170912,6.41669882477933,4.89358455146108,12.3227809750619
"snoRNA:Psi28S-3385b",4.98608457002998,12.0116128565806,14.4331197000061,6.68480547608183,19.4879741301212,14.0912199319309,19.3358905077896,12.7859702349386,1.68060898585456,21.3889960825978,9.78716910292216,10.0822753432324
"snoRNA:Psi28S-3405a",0,0.923970219736966,2.06187424285801,0,0,0,0,0.983536171918351,0,0,0.978716910292216,1.12025281591471
"snoRNA:Psi28S-3405b",1.99443382801199,1.84794043947393,0,0,0,0,1.93358905077896,0,0.840304492927279,0,0,0
"snoRNA:Psi28S-3405c",0,0,0,0,1.02568284895375,0,1.93358905077896,2.95060851575505,0,0,1.95743382058443,0
"snoRNA:Psi28S-3405d",0,1.84794043947393,0,0,0,1.00651570942363,0,0.983536171918351,0.840304492927279,0,0,1.12025281591471
"snoRNA:Psi28S-3436a",1.99443382801199,3.69588087894787,4.12374848571602,3.81988884347533,1.02568284895375,8.05212567538907,0,3.9341446876734,1.68060898585456,5.34724902064944,0,5.60126407957357
"snoRNA:Psi28S-3436b",6.98051839804198,3.69588087894787,2.06187424285801,2.8649166326065,1.02568284895375,7.04560996596544,4.83397262694739,2.95060851575505,1.68060898585456,4.27779921651955,3.91486764116886,1.12025281591471
"snoRNA:Psi28S-3571",19.9443382801199,15.7074937355284,6.18562272857403,23.8743052717208,15.3852427343062,31.2019869921326,10.6347397792843,17.7036510945303,16.8060898585456,14.9722972578184,18.5956212955521,15.683539422806
"snoRNA:SC35-a",0,1.84794043947393,0,1.90994442173767,2.05136569790749,3.0195471282709,0.966794525389478,0.983536171918351,0.840304492927279,0,0.978716910292216,0
"snoRNA:SC35-b",7.97773531204797,6.46779153815877,4.12374848571602,3.81988884347533,4.10273139581499,6.0390942565418,5.80076715233687,0,0.840304492927279,3.20834941238967,1.95743382058443,1.12025281591471
"snoRNA:Tudor-SN-a",10.969386054066,2.7719106592109,0,1.90994442173767,8.20546279162997,8.05212567538907,8.7011507285053,5.9012170315101,21.007612323182,8.55559843303911,4.89358455146108,0
"snoRNA:U14:30Ea",0.997216914005997,1.84794043947393,1.030937121429,0,0,4.02606283769454,1.93358905077896,0,0,0,0,1.12025281591471
"snoRNA:U14:30Eb",1.99443382801199,4.61985109868483,0,1.90994442173767,0,0,0.966794525389478,2.95060851575505,0.840304492927279,0,0.978716910292216,0
"snoRNA:U27:54Ea",0,0,0,0,0,1.00651570942363,0.966794525389478,0,0,0,0,0
"snoRNA:U27:54Eb",0,0,0,0,0,2.01303141884727,0.966794525389478,0,0,0,0.978716910292216,0
"snoRNA:U29:54Eb",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:U29:54Ec",0,0,0,0,0,0,0,0,0.840304492927279,0,0,0
"snoRNA:U29:54Ed",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:U31:54Eb",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:U31:54Ec",0,0,0,0.954972210868833,1.02568284895375,0,0,0.983536171918351,0,1.06944980412989,0.978716910292216,1.12025281591471
"snoRNA:U31:54Ed",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:U3:54Aa",0,0.923970219736966,1.030937121429,0,3.07704854686124,1.00651570942363,0.966794525389478,0,0.840304492927279,0,0,0
"snoRNA:U3:54Ab",18.9471213661139,20.3273448342133,3.09281136428701,11.459666530426,15.3852427343062,7.04560996596544,12.5683288300632,7.86828937534681,10.0836539151273,4.27779921651955,8.80845219262994,11.2025281591471
"snoRNA:U3:9B",7.97773531204797,0,3.09281136428701,0.954972210868833,1.02568284895375,2.01303141884727,0,2.95060851575505,0,0,3.91486764116886,0
"snoRNA:U49:66Da",0.997216914005997,0,0,0,1.02568284895375,1.00651570942363,0,0,0,0,0,0
"snoRNA:U49:66Db",0,0,1.030937121429,1.90994442173767,3.07704854686124,2.01303141884727,0,0,0,1.06944980412989,0.978716910292216,0
"snoRNA:U76:54Eb",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:abba-a",0,2.7719106592109,1.030937121429,0,0,0,0.966794525389478,0.983536171918351,0,0,0,0
"snoRNA:gcl-a",0.997216914005997,0,0,0,4.10273139581499,1.00651570942363,0,0,0,1.06944980412989,1.95743382058443,2.24050563182943
"snoRNA:hts-a",0,0.923970219736966,1.030937121429,0,0,0,1.93358905077896,0,3.36121797170912,0,0,0
"snoRNA:kis-a",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:lola-a",0,0,0,0,1.02568284895375,0,0,0.983536171918351,0,3.20834941238967,0,0
"snoRNA:lola-b",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:lola-c",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:lola-d",0,0,0,0,0,0,0,0,0,1.06944980412989,0,0
"snoRNA:nop5-x16-a",0,0,0,0,0,0,0,0,0,0,0,0
"snoRNA:snR38:54Eb",0,0,2.06187424285801,0,0,0,0,0,0,0,0,0
"snoRNA:snR38:54Ec",3.98886765602399,0.923970219736966,0,0,0,0,0,0,0,0,0.978716910292216,0
"sns",0,0,0,0,0,0,0,0,0,0,0,0
"snsl",27.9220735921679,27.719106592109,19.5878053071511,16.2345275847702,19.4879741301212,41.267144086369,11.6015343046737,20.6542596102854,24.3688302948911,36.3612933404162,39.1486764116886,13.4430337909766
"snu",27.9220735921679,3.69588087894787,10.30937121429,5.729833265213,7.17977994267623,8.05212567538907,8.7011507285053,18.6871872664487,15.125480872691,7.48614862890922,17.6169043852599,17.9240450546354
"snz",107.699426712648,125.659949884227,132.990888664342,153.750525949882,133.338770363987,140.912199319309,122.782904724464,111.139587426774,121.844151474455,114.431129041898,96.8929741189294,184.841714625928
"so",226.368239479361,233.764465593453,273.198337178686,128.921248467292,207.187935488657,189.224953371643,177.890192671664,217.361493993956,175.623639021801,229.931707887926,187.913646776105,199.405001232819
"sob",20.9415551941259,26.795136372372,27.8353022785831,21.9643608499832,28.7191197707049,34.2215341204036,29.0038357616843,40.3249830486524,39.4943111675821,41.7085423610657,37.1912425911042,30.2468260296973
"sofe",0,0,0,0,0,0,0,0,0,0,0,0
"sog",193.460081317163,150.607145817126,217.52773262152,237.788080506339,200.008155545981,185.198890533949,146.952767859201,226.213319541221,165.539985106674,222.445559259017,214.339003353995,171.398680834951
"sol",2.99165074201799,0.923970219736966,12.3712454571481,2.8649166326065,7.17977994267623,1.00651570942363,0,7.86828937534681,4.20152246463639,1.06944980412989,0.978716910292216,4.48101126365886
"solo",0,0,0,0,0,0,0,0,0,0,0,0
"sona",35.8998089042159,16.6314639552654,31.9590507642992,16.2345275847702,13.3338770363987,26.1694084450145,27.0702467109054,30.4896213294689,29.4106572524548,29.9445945156369,61.6591653484096,31.367078845612
"sordd1",42.8803273022579,15.7074937355284,26.8043651571541,21.9643608499832,24.6163883748899,26.1694084450145,13.5351233554527,31.4731575013872,18.4866988444001,13.9028474536886,8.80845219262994,12.3227809750619
"sordd2",6.98051839804198,2.7719106592109,10.30937121429,4.77486105434416,2.05136569790749,6.0390942565418,6.76756167772635,0,0,0,0,0
"sosie",76.7857023784617,86.8532006552748,84.5368439571784,67.8030269716871,77.9518965204847,55.3583640182999,78.3103565565477,59.012170315101,96.6350166866371,56.6808396188841,95.9142572086372,81.7784555617742
"soti",1.99443382801199,0,114.43402047862,0,0,4.02606283769454,2723.46017802216,2489.33005112535,2594.86027415944,2010.56563176419,1602.15958214836,1762.15767943385
"sotv",471.683600324836,426.874241518479,445.36483645733,384.85380098014,343.603754399505,369.391265358474,609.080550995371,442.591277363258,609.220757372277,495.155259312138,519.698679365167,473.866941131924
"sov",3.98886765602399,1.84794043947393,3.09281136428701,1.90994442173767,3.07704854686124,4.02606283769454,1.93358905077896,0,6.72243594341823,5.34724902064944,2.93615073087665,3.36075844774414
"sowah",37.8942427322279,29.5670470315829,55.6706045571663,36.2889440130156,20.5136569790749,42.2736597957926,11.6015343046737,20.6542596102854,17.6463943514729,20.3195462784679,24.4679227573054,32.4873316615267
"sowi",0,0,10.30937121429,0,0,0,577.176331657519,655.035090497622,718.460341452823,549.697199322763,474.677701491725,687.835228971635
"sp3",134.62428339081,175.554341750024,179.383059128647,175.714886799865,142.569916004571,147.957809285274,129.55046640219,128.843238521304,124.365064953237,143.306273753405,104.722709401267,150.113877332572
"spab",245.315360845475,193.109775925026,228.868040957239,252.112663669372,212.316349733426,225.459518910894,358.680768919496,278.340736652893,327.718752241639,303.723744372888,309.27454365234,402.170760913382
"spag",134.62428339081,150.607145817126,147.424008364348,140.380914997718,172.314718624229,145.944777866427,261.034521855159,274.40659196522,292.425963538693,339.015587909175,335.69990023023,272.221434267276
"spag4",0,0.923970219736966,0,0,0,0,45.4393426933055,47.2097362520808,28.5703527595275,26.7362451032472,33.2763749499353,26.8860675819531
"spartin",9.97216914005997,11.0876426368436,11.3403083357191,13.3696109521637,4.10273139581499,5.03257854711817,6.76756167772635,8.85182554726516,14.2851763797637,11.7639478454288,5.8723014617533,7.841769711403
"spas",9.97216914005997,3.69588087894787,8.24749697143204,5.729833265213,7.17977994267623,13.0847042225072,4.83397262694739,5.9012170315101,6.72243594341823,3.20834941238967,5.8723014617533,4.48101126365886
"spaw",0,0,0,0,0,0,0,0,0,0,0,0
"spd-2",45.8719780442758,61.9060047223768,80.4130954714624,52.5234715977858,55.3868738435023,46.2997226334872,199.159672230233,217.361493993956,193.270033373274,174.320318073172,160.509573287923,154.594888596231
